INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1066	1018	天龙真传·菩天	菩提非明净，天人一念间。	144	1	-1	菩提非明净，天人一念间。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1067	1018	天山真传·霜凝	清晖凝寒露，冷霜拂剑身。	144	1	-1	清晖凝寒露，冷霜拂剑身。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1068	1018	天山真传·雪隐	寒夜不见雪，暗隐山林间。	144	1	-1	寒夜不见雪，暗隐山林间。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1069	1018	逍遥真传·逸仙	乘风逸四海，寻仙问长生。	144	1	-1	乘风逸四海，寻仙问长生。	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1070	1018	逍遥真传·明鬼	世有聪明士，鬼神谓有乎？	144	1	-1	世有聪明士，鬼神谓有乎？	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1071	1019	天龙女神·守护骑士	我愿永远，守护你的梦。	145	1	720	我愿永远，守护你的梦。	 在寻觅你的天龙意中人活动中参与社群活动，邀请两名好友进群添加八妹即可获得（限量5000份）。	1	106	16	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1072	1020	且酿陈酒·共话江湖	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。	146	1	-1	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。	“我在天龙闯江湖”故事征集活动获得。	0	106	17	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1073	1021	竹涧轻觞会知交	畅叙不觉天光易，竹影拂弦和醉歌。为参加2021年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	147	1	-1	畅叙不觉天光易，竹影拂弦和醉歌。为参加2021年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	成功使用天龙长舟锦盒或天龙苍鸿锦盒后获得。	0	106	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1074	1022	暖心小甜饼	甜美是你，温暖是你，才下齿间，又入心底。	148	1	-1	甜美是你，温暖是你，才下齿间，又入心底。	打开感恩节金瓜糯糯何处寻活动的意犹未尽礼获得。	0	106	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1075	1022	绝美小甜饼	震惊！这是什么绝美小甜饼！	150	1	-1	震惊！这是什么绝美小甜饼！	打开感恩节金瓜糯糯何处寻活动的心满意足礼获得。	0	106	20	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1076	1023	万夫莫敌·虎慑	万夫莫敌，屹立于长留山之巅。	151	1	2160	万夫莫敌，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜虎慑组战队排名第1名的战队成员，可获得此称号。	1	106	22	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1077	1023	所向披靡·虎慑	所向披靡，屹立于长留山之巅。	152	1	2160	所向披靡，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜虎慑组战队排名第2名的战队成员，可获得此称号。	1	106	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1078	1023	锐不可挡·虎慑	锐不可挡，屹立于长留山之巅。	153	1	2160	锐不可挡，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜虎慑组战队排名第3名的战队成员，可获得此称号。	1	106	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1079	1023	独步天下·龙威	独步天下，屹立于长留山之巅。	154	1	2160	独步天下，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜龙威组战队排名第1名的战队成员，可获得此称号。	1	106	25	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1080	1023	剑荡九州·龙威	剑荡九州，屹立于长留山之巅。	155	1	2160	剑荡九州，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜龙威组战队排名第2名的战队成员，可获得此称号。	1	106	26	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1081	1023	剑啸一方·龙威	剑啸一方，屹立于长留山之巅。	156	1	2160	剑啸一方，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜龙威组战队排名第3名的战队成员，可获得此称号。	1	106	27	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1082	1024	一曲证心·炽恋不移	我该用什么样的歌，颂扬你流转的目光？懵懂莽撞，炽烈昂扬。	157	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪送花榜第一名。	情人节浪漫奏鸣三部曲终章·天琴泪送花榜第一名获得。	0	106	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1083	1024	倾世眷恋·爱之华章	我该用什么样的爱，回应你绵长的心意？今生不离，来世不移。	158	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪收花榜第一名。	情人节浪漫奏鸣三部曲终章·天琴泪收花榜第一名获得。	0	106	33	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1084	1025	玫瑰歌者	手持玫瑰的歌者，在有情人心上流浪。	159	1	-1	情人节活动期间累计收花188朵奖励称号。	情人节活动期间累计收花188朵奖励称号。	0	106	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1085	1023	技冠群雄·鹰扬	技冠群雄，屹立于长留山之巅。	160	1	2160	技冠群雄，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜鹰扬组战队排名第1名的战队成员，可获得此称号。	1	106	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1086	1023	骁勇善战·鹰扬	骁勇善战，屹立于长留山之巅。	161	1	2160	骁勇善战，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜鹰扬组战队排名第2名的战队成员，可获得此称号。	1	106	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1087	1023	临锋不惧·鹰扬	临锋不惧，屹立于长留山之巅。	162	1	2160	临锋不惧，屹立于长留山之巅。	剑会群雄赛季结束时，处于赛季挑战榜鹰扬组战队排名第3名的战队成员，可获得此称号。	1	106	30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1088	1026	言隐士	花灯隐语活动的称号奖励。解谜达人的象征。	163	1	4320	花灯隐语活动的称号奖励。解谜达人的象征。	花灯隐语活动中，完成活动任务3次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1089	1026	谜隐绣虎	花灯隐语活动的称号奖励。解谜专家的象征。	163	2	4320	花灯隐语活动的称号奖励。解谜专家的象征。	花灯隐语活动中，完成活动任务6次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1090	1026	灯隐闻潮信	花灯隐语活动的称号奖励。解谜超人的象征。	163	3	4320	花灯隐语活动的称号奖励。解谜超人的象征。	花灯隐语活动中，完成活动任务9次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1091	1027	青丘访云者	叩岩问泉，访云山中。	164	1	-1	叩岩问泉，访云山中。	使用10枚青丘佩进行兑换可以获得	0	106	0	1	6	5	9	5	12	5	15	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1092	1027	青丘沐风客	群山踏遍，高台沐风。	164	2	-1	群山踏遍，高台沐风。	使用30枚青丘佩进行兑换可以获得	0	106	0	1	6	10	9	10	12	10	15	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1093	1027	青丘饮霞卿	拢手为樽，饮霞大醉。	164	3	-1	拢手为樽，饮霞大醉。	使用90枚青丘佩进行兑换可以获得	0	106	0	1	6	15	9	15	12	15	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1094	1027	青丘醉梦仙	且醉且歌，恍然如梦。	164	4	-1	且醉且歌，恍然如梦。	使用180枚青丘佩进行兑换可以获得	0	106	0	1	6	20	9	20	12	20	15	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1095	1027	青丘远尘尊	远尘淡墨，倏忽山海。	164	5	-1	远尘淡墨，倏忽山海。	使用300枚青丘佩进行兑换可以获得	0	106	0	1	6	30	9	30	12	30	15	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1
1096	1028	少林第一人	少林外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1097	1028	少林入室第一人	少林入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1098	1028	少林亲传第一人	少林亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1099	1028	武当第一人	武当外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1100	1028	武当入室第一人	武当入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1101	1028	武当亲传第一人	武当亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1102	1028	峨嵋第一人	峨嵋外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1103	1028	峨嵋入室第一人	峨嵋入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1104	1028	峨嵋亲传第一人	峨嵋亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1105	1028	星宿第一人	星宿外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1106	1028	星宿入室第一人	星宿入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1107	1028	星宿亲传第一人	星宿亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1108	1028	明教第一人	明教外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1109	1028	明教入室第一人	明教入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1110	1028	明教亲传第一人	明教亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1111	1028	天龙第一人	天龙外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1112	1028	天龙入室第一人	天龙入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1113	1028	天龙亲传第一人	天龙亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1114	1028	逍遥第一人	逍遥外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1115	1028	逍遥入室第一人	逍遥入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1116	1028	逍遥亲传第一人	逍遥亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1117	1028	丐帮第一人	丐帮外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1118	1028	丐帮入室第一人	丐帮入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1119	1028	丐帮亲传第一人	丐帮亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1120	1028	天山第一人	天山外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1121	1028	天山入室第一人	天山入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1122	1028	天山亲传第一人	天山亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1123	1028	少林凌云者	少林外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1124	1028	少林入室凌云者	少林入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1125	1028	少林亲传凌云者	少林亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1126	1028	武当凌云者	武当外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1127	1028	武当入室凌云者	武当入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1128	1028	武当亲传凌云者	武当亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1129	1028	峨嵋凌云者	峨嵋外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
