INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
70501020	7	5	1	20	1	-1	2	20	1	黄雀戏水兽盔·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	25	20301009	1	80
70501021	7	5	1	21	1	-1	2	21	1	黄雀戏水兽盔·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	30	20301009	3	100
70501022	7	5	1	22	1	-1	2	22	1	黄雀戏水兽盔·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	35	20301009	7	100
70501023	7	5	1	23	1	-1	2	23	1	黄雀戏水兽盔·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	40	20301009	12	100
70501024	7	5	1	24	1	-1	2	24	1	黄雀戏水兽盔·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	20	100
70501025	7	5	1	25	1	-1	2	25	1	黄雀戏水兽盔·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	25	20301009	1	80
70501026	7	5	1	26	1	-1	2	26	1	黄雀戏水兽盔·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	30	20301009	3	100
70501027	7	5	1	27	1	-1	2	27	1	黄雀戏水兽盔·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	35	20301009	7	100
70501028	7	5	1	28	1	-1	2	28	1	黄雀戏水兽盔·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	40	20301009	12	100
70501029	7	5	1	29	1	-1	2	29	1	黄雀戏水兽盔·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_2	珍兽面甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	20	100
70501030	7	5	1	30	1	-1	2	30	1	乌豚望日兽盔·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	25	20301009	1	80
70501031	7	5	1	31	1	-1	2	31	1	乌豚望日兽盔·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	30	20301009	3	100
70501032	7	5	1	32	1	-1	2	32	1	乌豚望日兽盔·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	35	20301009	7	100
70501033	7	5	1	33	1	-1	2	33	1	乌豚望日兽盔·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	40	20301009	12	100
70501034	7	5	1	34	1	-1	2	34	1	乌豚望日兽盔·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	50	20301009	20	100
70501035	7	5	1	35	1	-1	2	35	1	乌豚望日兽盔·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	25	20301009	1	80
70501036	7	5	1	36	1	-1	2	36	1	乌豚望日兽盔·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	30	20301009	3	100
70501037	7	5	1	37	1	-1	2	37	1	乌豚望日兽盔·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	35	20301009	7	100
70501038	7	5	1	38	1	-1	2	38	1	乌豚望日兽盔·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	40	20301009	12	100
70501039	7	5	1	39	1	-1	2	39	1	乌豚望日兽盔·慎	75	乌豚望日，增其体也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_3	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	50	20301009	20	100
70501040	7	5	1	40	1	-1	2	40	1	白兔隐林兽盔·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_5	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	25	20301009	1	80
70501041	7	5	1	41	1	-1	2	41	1	白兔隐林兽盔·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_5	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	30	20301009	3	100
70501042	7	5	1	42	1	-1	2	42	1	白兔隐林兽盔·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_5	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	35	20301009	7	100
70501043	7	5	1	43	1	-1	2	43	1	白兔隐林兽盔·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_5	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	40	20301009	12	100
70501044	7	5	1	44	1	-1	2	44	1	白兔隐林兽盔·慎	75	白兔隐林，藏其形也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_5	珍兽面甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	-1	-1	-1	1	50	20301009	20	100
70501045	7	5	1	45	1	-1	2	45	1	猛虎撼山兽盔·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	25	20301009	20	100
70501046	7	5	1	46	1	-1	2	46	1	猛虎撼山兽盔·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	30	20301009	30	100
70501047	7	5	1	47	1	-1	2	47	1	猛虎撼山兽盔·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	35	20301009	35	100
70501048	7	5	1	48	1	-1	2	48	1	猛虎撼山兽盔·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	40	20301009	42	100
70501049	7	5	1	49	1	-1	2	49	1	猛虎撼山兽盔·勇	85	猛虎者，虽山高亦可撼。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的释放几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	50	20301009	57	100
70501050	7	5	1	50	1	-1	2	50	1	猛虎撼山兽盔·狡	85	猛虎者，虽山高亦可撼。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加反震技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	25	20301009	20	100
70501051	7	5	1	51	1	-1	2	51	1	猛虎撼山兽盔·狡	85	猛虎者，虽山高亦可撼。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加反震技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	30	20301009	30	100
70501052	7	5	1	52	1	-1	2	52	1	猛虎撼山兽盔·狡	85	猛虎者，虽山高亦可撼。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加反震技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipHat1_10	珍兽面甲	1	1	-1	-1	649	649	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	95	3	3	1	250	-1	0	-1	1	-1	-1	-1	-1	35	20301009	35	100
