INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT
index	class	quality	Type	GemIndex	资源编号	适应规则	名称$1$	说明信息$1$	基本价格	出售价格	增加HP的上限	百分比增加HP的上限	加快HP的回复速度	增加MP的上限	百分比增加MP的上限	加快MP的回复速度	冰攻击	冰抵抗	减少冰冻迟缓时间	火攻击	火抵抗	减少火烧持续时间	玄攻击	玄抵抗	减少电击眩晕时间	毒攻击	毒抵抗	减少中毒时间	按百分比抵消所有属性攻击	物理攻击	按百分比增加物理攻击	对装备基础物理攻击百分比加成	物理防御	按百分比增加物理防御	对装备基础物理防御百分比加成	按百分比抵消物理伤害	魔法攻击	按百分比增加魔法攻击	对装备基础魔法攻击百分比加成	魔法防御	按百分比增加魔法防御	对装备基础魔法防御百分比加成	按百分比抵消魔法伤害	攻击速度(两次攻击间隔时间)	魔法冷却速度	命中	闪避	会心一击（双倍攻击）的百分比	无视对方防御比率	移动速度百分比	伤害反射	伤害由内力抵消	力量	灵气	体质	定力	身法	悟性	增加所有的人物一级属性	生命偷取	内力偷取	增加某个魔法等级	增加所有魔法等级	特殊魔法发动概率	降低目标冰抵抗	降低目标火抵抗	降低目标玄抵抗	降低目标毒抵抗	基础物理攻击	基础魔法攻击	基础命中	基础物理防御	基础魔法防御	基础闪避	颜色值(R,G,B,A) 	类型描述$1$	特效索引	颜色	是否广播	可叠加数量
50213005	5	2	13	5	Gem1_2_3	6	黑宝石(2级)	黑色的宝石，可以镶嵌在防御性装备(衣服、手套、帽子、护肩、鞋、腰带、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G命运宝石	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	命运宝石	1	2004	1	250	
50213006	5	2	13	6	Gem1_2_7	6	血精石(2级)	布满血丝红精的宝石，可以镶嵌在防御性装备(衣服、手套、帽子、护肩、鞋、腰带、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G命运宝石	75000	1000	1410	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	命运宝石	13	2004	1	250	
50214001	5	2	14	1	Gem1_1_14	6	祖母绿(2级)	翠绿如滴，顶级翡翠，可以镶嵌在防御性装备(衣服、手套、帽子、护肩、鞋、腰带、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G天机宝石	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	天机宝石	8	2004	1	250	
50221001	5	2	21	1	Gemjiankang_1	6	黄冥石(2级)	黄色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	胜利宝石	31	2004	1	250	
50221002	5	2	21	2	Gemjiankang_13	6	蓝冥石(2级)	蓝色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	胜利宝石	32	2004	1	250	
50221003	5	2	21	3	Gemjiankang_9	6	红冥石(2级)	红色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	胜利宝石	33	2004	1	250	
50221004	5	2	21	4	Gemjiankang_5	6	绿冥石(2级)	绿色的冥石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G无法将目标的抗性降低至负值#r#G胜利宝石	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	FFFFFF4C	胜利宝石	34	2004	1	250	
50231001	5	2	31	1	Charm8_6	1	冰蓝流云·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	22	2004	1	1	
50231002	5	2	31	2	Charm7_10	1	紫微星光·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	23	2004	1	1	
50231003	5	2	31	3	Charm8_10	1	翠玉星尘·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	24	2004	1	1	
50231004	5	2	31	4	Charm8_2	1	橙影如梦·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	25	2004	1	1	
50231005	5	2	31	5	Charm7_14	1	花落红尘·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	肩部配饰	26	2004	1	1	
50231009	5	2	31	9	Charm10_6	1	碎钻星辰·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	37	2004	1	1	
50231010	5	2	31	10	Charm11_2	1	千山暮雪·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	肩部配饰	48	2004	1	1	
50231011	5	2	31	11	Charm10_12	1	寒梦星莲·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	60	2004	1	1	
50231012	5	2	31	12	Charm11_8	1	沾衣诉情·肩(2级)	#cffff00【奢侈品】#r#W用于点缀时装肩膀的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	肩部配饰	72	2004	1	1	
50232001	5	2	32	1	Charm8_6	1	冰蓝流云·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	27	2004	1	1	
50232002	5	2	32	2	Charm7_10	1	紫微星光·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	腰部配饰	28	2004	1	1	
50232003	5	2	32	3	Charm8_10	1	翠玉星尘·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	29	2004	1	1	
50232004	5	2	32	4	Charm8_2	1	橙影如梦·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	30	2004	1	1	
50232005	5	2	32	5	Charm7_14	1	花落红尘·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	31	2004	1	1	
50232009	5	2	32	9	Charm10_6	1	碎钻星辰·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	42	2004	1	1	
50232010	5	2	32	10	Charm11_2	1	千山暮雪·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	腰部配饰	52	2004	1	1	
50232011	5	2	32	11	Charm10_12	1	寒梦星莲·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	腰部配饰	64	2004	1	1	
50232012	5	2	32	12	Charm11_8	1	沾衣诉情·腰(2级)	#cffff00【奢侈品】#r#W用于点缀时装腰部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	腰部配饰	76	2004	1	1	
50233001	5	2	33	1	Charm8_6	1	冰蓝流云·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	32	2004	1	1	
50233002	5	2	33	2	Charm7_10	1	紫微星光·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	33	2004	1	1	
50233003	5	2	33	3	Charm8_10	1	翠玉星尘·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	34	2004	1	1	
50233004	5	2	33	4	Charm8_2	1	橙影如梦·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	35	2004	1	1	
50233005	5	2	33	5	Charm7_14	1	花落红尘·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	36	2004	1	1	
50233009	5	2	33	9	Charm10_6	1	碎钻星辰·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	45	2004	1	1	
50233010	5	2	33	10	Charm11_2	1	千山暮雪·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	脚部配饰	56	2004	1	1	
50233011	5	2	33	11	Charm10_12	1	寒梦星莲·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	脚部配饰	68	2004	1	1	
50233012	5	2	33	12	Charm11_8	1	沾衣诉情·脚(2级)	#cffff00【奢侈品】#r#W用于点缀时装脚部的配饰，让你的时装更加的炫丽。#r在#G洛阳（246，129）#R伊天彩#W处可以点缀到已经裁剪的时装上。使用后不可再点缀同类配饰。	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF99	脚部配饰	80	2004	1	1	
50301001	5	3	1	1	Gem3_2_4	6	猫眼石(3级)	象猫眼一样的宝石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G希望宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	希望宝石	1	2004	1	250	
50301002	5	3	1	2	Gem3_1_1	6	虎眼石(3级)	象虎眼一样的宝石，可以镶嵌在攻击性装备(武器、护腕、戒指、护符、项链、暗器、武魂、七情刃)上，使用后不可再镶嵌同类宝石。#r#G希望宝石	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	希望宝石	2	2004	1	250	
