INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
30905	3	9	5	1080000	20800017	20800016	27	6	270	2	1200	6	202	2	1200	6	135
30906	3	9	6	1080000	20800017	20800016	27	6	274	2	1218	6	205	2	1218	6	137
30907	3	9	7	1080000	20800017	20800016	27	6	278	2	1236	6	208	2	1236	6	139
30908	3	9	8	1080000	20800017	20800016	27	6	282	2	1254	6	211	2	1254	6	141
30909	3	9	9	1080000	20800017	20800016	27	6	286	2	1272	6	214	2	1272	6	143
30910	3	9	10	2000000	20800005	20800004	200	6	290	2	1290	6	217	2	1290	6	145
31000	3	10	0	1240000	20800017	20800016	31	6	290	2	1300	6	217	2	1300	6	145
31001	3	10	1	1240000	20800017	20800016	31	6	294	2	1320	6	220	2	1320	6	147
31002	3	10	2	1240000	20800017	20800016	31	6	298	2	1340	6	223	2	1340	6	149
31003	3	10	3	1240000	20800017	20800016	31	6	302	2	1360	6	226	2	1360	6	151
31004	3	10	4	1240000	20800017	20800016	31	6	306	2	1380	6	229	2	1380	6	153
31005	3	10	5	1400000	20800017	20800016	35	6	310	2	1400	6	232	2	1400	6	155
31006	3	10	6	1400000	20800017	20800016	35	6	314	2	1420	6	235	2	1420	6	157
31007	3	10	7	1400000	20800017	20800016	35	6	318	2	1440	6	238	2	1440	6	159
31008	3	10	8	1400000	20800017	20800016	35	6	322	2	1460	6	241	2	1460	6	161
31009	3	10	9	1400000	20800017	20800016	35	6	326	2	1480	6	244	2	1480	6	163
31010	3	10	10	-1	-1	-1	-1	6	330	2	1500	6	247	2	1500	6	165
40100	4	1	0	40000	20800013	20800012	2	9	10	3	30	9	7	3	30	9	5
40101	4	1	1	40000	20800013	20800012	2	9	12	3	39	9	9	3	39	9	6
40102	4	1	2	40000	20800013	20800012	2	9	14	3	48	9	10	3	48	9	7
40103	4	1	3	40000	20800013	20800012	2	9	16	3	57	9	12	3	57	9	8
40104	4	1	4	40000	20800013	20800012	2	9	18	3	66	9	13	3	66	9	9
40105	4	1	5	80000	20800013	20800012	4	9	20	3	75	9	15	3	75	9	10
40106	4	1	6	80000	20800013	20800012	4	9	22	3	84	9	16	3	84	9	11
40107	4	1	7	80000	20800013	20800012	4	9	24	3	93	9	18	3	93	9	12
40108	4	1	8	80000	20800013	20800012	4	9	26	3	102	9	19	3	102	9	13
40109	4	1	9	80000	20800013	20800012	4	9	28	3	111	9	21	3	111	9	14
40110	4	1	10	200000	20800007	20800006	20	9	30	3	120	9	22	3	120	9	15
40200	4	2	0	120000	20800013	20800012	6	9	30	3	130	9	22	3	130	9	15
40201	4	2	1	120000	20800013	20800012	6	9	32	3	140	9	24	3	140	9	16
40202	4	2	2	120000	20800013	20800012	6	9	34	3	150	9	25	3	150	9	17
40203	4	2	3	120000	20800013	20800012	6	9	36	3	160	9	27	3	160	9	18
40204	4	2	4	120000	20800013	20800012	6	9	38	3	170	9	28	3	170	9	19
40205	4	2	5	160000	20800013	20800012	8	9	40	3	180	9	30	3	180	9	20
40206	4	2	6	160000	20800013	20800012	8	9	42	3	190	9	31	3	190	9	21
40207	4	2	7	160000	20800013	20800012	8	9	44	3	200	9	33	3	200	9	22
40208	4	2	8	160000	20800013	20800012	8	9	46	3	210	9	34	3	210	9	23
40209	4	2	9	160000	20800013	20800012	8	9	48	3	220	9	36	3	220	9	24
40210	4	2	10	400000	20800007	20800006	40	9	50	3	230	9	37	3	230	9	25
40300	4	3	0	200000	20800013	20800012	10	9	50	3	240	9	37	3	240	9	25
40301	4	3	1	200000	20800013	20800012	10	9	52	3	251	9	39	3	251	9	26
40302	4	3	2	200000	20800013	20800012	10	9	54	3	262	9	40	3	262	9	27
40303	4	3	3	200000	20800013	20800012	10	9	56	3	273	9	42	3	273	9	28
40304	4	3	4	200000	20800013	20800012	10	9	58	3	284	9	43	3	284	9	29
40305	4	3	5	240000	20800013	20800012	12	9	60	3	295	9	45	3	295	9	30
40306	4	3	6	240000	20800013	20800012	12	9	62	3	306	9	46	3	306	9	31
40307	4	3	7	240000	20800013	20800012	12	9	64	3	317	9	48	3	317	9	32
40308	4	3	8	240000	20800013	20800012	12	9	66	3	328	9	49	3	328	9	33
40309	4	3	9	240000	20800013	20800012	12	9	68	3	339	9	51	3	339	9	34
40310	4	3	10	600000	20800007	20800006	60	9	70	3	350	9	52	3	350	9	35
40400	4	4	0	280000	20800013	20800012	14	9	70	3	360	9	52	3	360	9	35
40401	4	4	1	280000	20800013	20800012	14	9	72	3	372	9	54	3	372	9	36
40402	4	4	2	280000	20800013	20800012	14	9	74	3	384	9	55	3	384	9	37
40403	4	4	3	280000	20800013	20800012	14	9	76	3	396	9	57	3	396	9	38
40404	4	4	4	280000	20800013	20800012	14	9	78	3	408	9	58	3	408	9	39
40405	4	4	5	320000	20800013	20800012	16	9	80	3	420	9	60	3	420	9	40
40406	4	4	6	320000	20800013	20800012	16	9	82	3	432	9	61	3	432	9	41
40407	4	4	7	320000	20800013	20800012	16	9	84	3	444	9	63	3	444	9	42
40408	4	4	8	320000	20800013	20800012	16	9	86	3	456	9	64	3	456	9	43
40409	4	4	9	320000	20800013	20800012	16	9	88	3	468	9	66	3	468	9	44
40410	4	4	10	800000	20800007	20800006	80	9	90	3	480	9	67	3	480	9	45
40500	4	5	0	210000	20800015	20800014	7	9	90	3	490	9	67	3	490	9	45
40501	4	5	1	210000	20800015	20800014	7	9	94	3	503	9	70	3	503	9	47
40502	4	5	2	210000	20800015	20800014	7	9	98	3	516	9	73	3	516	9	49
40503	4	5	3	210000	20800015	20800014	7	9	102	3	529	9	76	3	529	9	51
40504	4	5	4	210000	20800015	20800014	7	9	106	3	542	9	79	3	542	9	53
40505	4	5	5	300000	20800015	20800014	10	9	110	3	555	9	82	3	555	9	55
40506	4	5	6	300000	20800015	20800014	10	9	114	3	568	9	85	3	568	9	57
40507	4	5	7	300000	20800015	20800014	10	9	118	3	581	9	88	3	581	9	59
40508	4	5	8	300000	20800015	20800014	10	9	122	3	594	9	91	3	594	9	61
40509	4	5	9	300000	20800015	20800014	10	9	126	3	607	9	94	3	607	9	63
40510	4	5	10	1000000	20800007	20800006	100	9	130	3	620	9	97	3	620	9	65
40600	4	6	0	390000	20800015	20800014	13	9	130	3	630	9	97	3	630	9	65
40601	4	6	1	390000	20800015	20800014	13	9	134	3	644	9	100	3	644	9	67
40602	4	6	2	390000	20800015	20800014	13	9	138	3	658	9	103	3	658	9	69
40603	4	6	3	390000	20800015	20800014	13	9	142	3	672	9	106	3	672	9	71
40604	4	6	4	390000	20800015	20800014	13	9	146	3	686	9	109	3	686	9	73
40605	4	6	5	480000	20800015	20800014	16	9	150	3	700	9	112	3	700	9	75
40606	4	6	6	480000	20800015	20800014	16	9	154	3	714	9	115	3	714	9	77
40607	4	6	7	480000	20800015	20800014	16	9	158	3	728	9	118	3	728	9	79
40608	4	6	8	480000	20800015	20800014	16	9	162	3	742	9	121	3	742	9	81
40609	4	6	9	480000	20800015	20800014	16	9	166	3	756	9	124	3	756	9	83
40610	4	6	10	1200000	20800007	20800006	120	9	170	3	770	9	127	3	770	9	85
40700	4	7	0	570000	20800015	20800014	19	9	170	3	780	9	127	3	780	9	85
40701	4	7	1	570000	20800015	20800014	19	9	174	3	795	9	130	3	795	9	87
40702	4	7	2	570000	20800015	20800014	19	9	178	3	810	9	133	3	810	9	89
40703	4	7	3	570000	20800015	20800014	19	9	182	3	825	9	136	3	825	9	91
40704	4	7	4	570000	20800015	20800014	19	9	186	3	840	9	139	3	840	9	93
40705	4	7	5	660000	20800015	20800014	22	9	190	3	855	9	142	3	855	9	95
40706	4	7	6	660000	20800015	20800014	22	9	194	3	870	9	145	3	870	9	97
40707	4	7	7	660000	20800015	20800014	22	9	198	3	885	9	148	3	885	9	99
40708	4	7	8	660000	20800015	20800014	22	9	202	3	900	9	151	3	900	9	101
40709	4	7	9	660000	20800015	20800014	22	9	206	3	915	9	154	3	915	9	103
40710	4	7	10	1400000	20800007	20800006	140	9	210	3	930	9	157	3	930	9	105
40800	4	8	0	450000	20800017	20800016	15	9	210	3	940	9	157	3	940	9	105
40801	4	8	1	450000	20800017	20800016	15	9	214	3	956	9	160	3	956	9	107
40802	4	8	2	450000	20800017	20800016	15	9	218	3	972	9	163	3	972	9	109
40803	4	8	3	450000	20800017	20800016	15	9	222	3	988	9	166	3	988	9	111
40804	4	8	4	450000	20800017	20800016	15	9	226	3	1004	9	169	3	1004	9	113
40805	4	8	5	570000	20800017	20800016	19	9	230	3	1020	9	172	3	1020	9	115
40806	4	8	6	570000	20800017	20800016	19	9	234	3	1036	9	175	3	1036	9	117
40807	4	8	7	570000	20800017	20800016	19	9	238	3	1052	9	178	3	1052	9	119
40808	4	8	8	570000	20800017	20800016	19	9	242	3	1068	9	181	3	1068	9	121
40809	4	8	9	570000	20800017	20800016	19	9	246	3	1084	9	184	3	1084	9	123
40810	4	8	10	1600000	20800007	20800006	160	9	250	3	1100	9	187	3	1100	9	125
40900	4	9	0	920000	20800017	20800016	23	9	250	3	1110	9	187	3	1110	9	125
40901	4	9	1	920000	20800017	20800016	23	9	254	3	1128	9	190	3	1128	9	127
40902	4	9	2	920000	20800017	20800016	23	9	258	3	1146	9	193	3	1146	9	129
40903	4	9	3	920000	20800017	20800016	23	9	262	3	1164	9	196	3	1164	9	131
40904	4	9	4	920000	20800017	20800016	23	9	266	3	1182	9	199	3	1182	9	133
40905	4	9	5	1080000	20800017	20800016	27	9	270	3	1200	9	202	3	1200	9	135
40906	4	9	6	1080000	20800017	20800016	27	9	274	3	1218	9	205	3	1218	9	137
40907	4	9	7	1080000	20800017	20800016	27	9	278	3	1236	9	208	3	1236	9	139
40908	4	9	8	1080000	20800017	20800016	27	9	282	3	1254	9	211	3	1254	9	141
40909	4	9	9	1080000	20800017	20800016	27	9	286	3	1272	9	214	3	1272	9	143
40910	4	9	10	2000000	20800007	20800006	200	9	290	3	1290	9	217	3	1290	9	145
41000	4	10	0	1240000	20800017	20800016	31	9	290	3	1300	9	217	3	1300	9	145
41001	4	10	1	1240000	20800017	20800016	31	9	294	3	1320	9	220	3	1320	9	147
41002	4	10	2	1240000	20800017	20800016	31	9	298	3	1340	9	223	3	1340	9	149
41003	4	10	3	1240000	20800017	20800016	31	9	302	3	1360	9	226	3	1360	9	151
41004	4	10	4	1240000	20800017	20800016	31	9	306	3	1380	9	229	3	1380	9	153
41005	4	10	5	1400000	20800017	20800016	35	9	310	3	1400	9	232	3	1400	9	155
41006	4	10	6	1400000	20800017	20800016	35	9	314	3	1420	9	235	3	1420	9	157
41007	4	10	7	1400000	20800017	20800016	35	9	318	3	1440	9	238	3	1440	9	159
41008	4	10	8	1400000	20800017	20800016	35	9	322	3	1460	9	241	3	1460	9	161
41009	4	10	9	1400000	20800017	20800016	35	9	326	3	1480	9	244	3	1480	9	163
41010	4	10	10	-1	-1	-1	-1	9	330	3	1500	9	247	3	1500	9	165
50100	5	1	0	40000	20800013	20800012	2	12	10	4	30	12	7	4	30	12	5
50101	5	1	1	40000	20800013	20800012	2	12	12	4	39	12	9	4	39	12	6
50102	5	1	2	40000	20800013	20800012	2	12	14	4	48	12	10	4	48	12	7
50103	5	1	3	40000	20800013	20800012	2	12	16	4	57	12	12	4	57	12	8
50104	5	1	4	40000	20800013	20800012	2	12	18	4	66	12	13	4	66	12	9
50105	5	1	5	80000	20800013	20800012	4	12	20	4	75	12	15	4	75	12	10
50106	5	1	6	80000	20800013	20800012	4	12	22	4	84	12	16	4	84	12	11
50107	5	1	7	80000	20800013	20800012	4	12	24	4	93	12	18	4	93	12	12
50108	5	1	8	80000	20800013	20800012	4	12	26	4	102	12	19	4	102	12	13
50109	5	1	9	80000	20800013	20800012	4	12	28	4	111	12	21	4	111	12	14
50110	5	1	10	200000	20800009	20800008	20	12	30	4	120	12	22	4	120	12	15
50200	5	2	0	120000	20800013	20800012	6	12	30	4	130	12	22	4	130	12	15
50201	5	2	1	120000	20800013	20800012	6	12	32	4	140	12	24	4	140	12	16
50202	5	2	2	120000	20800013	20800012	6	12	34	4	150	12	25	4	150	12	17
50203	5	2	3	120000	20800013	20800012	6	12	36	4	160	12	27	4	160	12	18
50204	5	2	4	120000	20800013	20800012	6	12	38	4	170	12	28	4	170	12	19
50205	5	2	5	160000	20800013	20800012	8	12	40	4	180	12	30	4	180	12	20
50206	5	2	6	160000	20800013	20800012	8	12	42	4	190	12	31	4	190	12	21
50207	5	2	7	160000	20800013	20800012	8	12	44	4	200	12	33	4	200	12	22
50208	5	2	8	160000	20800013	20800012	8	12	46	4	210	12	34	4	210	12	23
50209	5	2	9	160000	20800013	20800012	8	12	48	4	220	12	36	4	220	12	24
50210	5	2	10	400000	20800009	20800008	40	12	50	4	230	12	37	4	230	12	25
50300	5	3	0	200000	20800013	20800012	10	12	50	4	240	12	37	4	240	12	25
50301	5	3	1	200000	20800013	20800012	10	12	52	4	251	12	39	4	251	12	26
50302	5	3	2	200000	20800013	20800012	10	12	54	4	262	12	40	4	262	12	27
50303	5	3	3	200000	20800013	20800012	10	12	56	4	273	12	42	4	273	12	28
50304	5	3	4	200000	20800013	20800012	10	12	58	4	284	12	43	4	284	12	29
50305	5	3	5	240000	20800013	20800012	12	12	60	4	295	12	45	4	295	12	30
50306	5	3	6	240000	20800013	20800012	12	12	62	4	306	12	46	4	306	12	31
50307	5	3	7	240000	20800013	20800012	12	12	64	4	317	12	48	4	317	12	32
50308	5	3	8	240000	20800013	20800012	12	12	66	4	328	12	49	4	328	12	33
50309	5	3	9	240000	20800013	20800012	12	12	68	4	339	12	51	4	339	12	34
50310	5	3	10	600000	20800009	20800008	60	12	70	4	350	12	52	4	350	12	35
50400	5	4	0	280000	20800013	20800012	14	12	70	4	360	12	52	4	360	12	35
50401	5	4	1	280000	20800013	20800012	14	12	72	4	372	12	54	4	372	12	36
50402	5	4	2	280000	20800013	20800012	14	12	74	4	384	12	55	4	384	12	37
50403	5	4	3	280000	20800013	20800012	14	12	76	4	396	12	57	4	396	12	38
50404	5	4	4	280000	20800013	20800012	14	12	78	4	408	12	58	4	408	12	39
50405	5	4	5	320000	20800013	20800012	16	12	80	4	420	12	60	4	420	12	40
50406	5	4	6	320000	20800013	20800012	16	12	82	4	432	12	61	4	432	12	41
50407	5	4	7	320000	20800013	20800012	16	12	84	4	444	12	63	4	444	12	42
50408	5	4	8	320000	20800013	20800012	16	12	86	4	456	12	64	4	456	12	43
50409	5	4	9	320000	20800013	20800012	16	12	88	4	468	12	66	4	468	12	44
50410	5	4	10	800000	20800009	20800008	80	12	90	4	480	12	67	4	480	12	45
50500	5	5	0	210000	20800015	20800014	7	12	90	4	490	12	67	4	490	12	45
50501	5	5	1	210000	20800015	20800014	7	12	94	4	503	12	70	4	503	12	47
50502	5	5	2	210000	20800015	20800014	7	12	98	4	516	12	73	4	516	12	49
50503	5	5	3	210000	20800015	20800014	7	12	102	4	529	12	76	4	529	12	51
50504	5	5	4	210000	20800015	20800014	7	12	106	4	542	12	79	4	542	12	53
50505	5	5	5	300000	20800015	20800014	10	12	110	4	555	12	82	4	555	12	55
50506	5	5	6	300000	20800015	20800014	10	12	114	4	568	12	85	4	568	12	57
50507	5	5	7	300000	20800015	20800014	10	12	118	4	581	12	88	4	581	12	59
50508	5	5	8	300000	20800015	20800014	10	12	122	4	594	12	91	4	594	12	61
50509	5	5	9	300000	20800015	20800014	10	12	126	4	607	12	94	4	607	12	63
50510	5	5	10	1000000	20800009	20800008	100	12	130	4	620	12	97	4	620	12	65
50600	5	6	0	390000	20800015	20800014	13	12	130	4	630	12	97	4	630	12	65
50601	5	6	1	390000	20800015	20800014	13	12	134	4	644	12	100	4	644	12	67
50602	5	6	2	390000	20800015	20800014	13	12	138	4	658	12	103	4	658	12	69
50603	5	6	3	390000	20800015	20800014	13	12	142	4	672	12	106	4	672	12	71
50604	5	6	4	390000	20800015	20800014	13	12	146	4	686	12	109	4	686	12	73
50605	5	6	5	480000	20800015	20800014	16	12	150	4	700	12	112	4	700	12	75
50606	5	6	6	480000	20800015	20800014	16	12	154	4	714	12	115	4	714	12	77
50607	5	6	7	480000	20800015	20800014	16	12	158	4	728	12	118	4	728	12	79
50608	5	6	8	480000	20800015	20800014	16	12	162	4	742	12	121	4	742	12	81
50609	5	6	9	480000	20800015	20800014	16	12	166	4	756	12	124	4	756	12	83
50610	5	6	10	1200000	20800009	20800008	120	12	170	4	770	12	127	4	770	12	85
50700	5	7	0	570000	20800015	20800014	19	12	170	4	780	12	127	4	780	12	85
50701	5	7	1	570000	20800015	20800014	19	12	174	4	795	12	130	4	795	12	87
50702	5	7	2	570000	20800015	20800014	19	12	178	4	810	12	133	4	810	12	89
50703	5	7	3	570000	20800015	20800014	19	12	182	4	825	12	136	4	825	12	91
50704	5	7	4	570000	20800015	20800014	19	12	186	4	840	12	139	4	840	12	93
50705	5	7	5	660000	20800015	20800014	22	12	190	4	855	12	142	4	855	12	95
50706	5	7	6	660000	20800015	20800014	22	12	194	4	870	12	145	4	870	12	97
50707	5	7	7	660000	20800015	20800014	22	12	198	4	885	12	148	4	885	12	99
50708	5	7	8	660000	20800015	20800014	22	12	202	4	900	12	151	4	900	12	101
50709	5	7	9	660000	20800015	20800014	22	12	206	4	915	12	154	4	915	12	103
50710	5	7	10	1400000	20800009	20800008	140	12	210	4	930	12	157	4	930	12	105
50800	5	8	0	450000	20800017	20800016	15	12	210	4	940	12	157	4	940	12	105
50801	5	8	1	450000	20800017	20800016	15	12	214	4	956	12	160	4	956	12	107
50802	5	8	2	450000	20800017	20800016	15	12	218	4	972	12	163	4	972	12	109
50803	5	8	3	450000	20800017	20800016	15	12	222	4	988	12	166	4	988	12	111
50804	5	8	4	450000	20800017	20800016	15	12	226	4	1004	12	169	4	1004	12	113
50805	5	8	5	570000	20800017	20800016	19	12	230	4	1020	12	172	4	1020	12	115
50806	5	8	6	570000	20800017	20800016	19	12	234	4	1036	12	175	4	1036	12	117
50807	5	8	7	570000	20800017	20800016	19	12	238	4	1052	12	178	4	1052	12	119
50808	5	8	8	570000	20800017	20800016	19	12	242	4	1068	12	181	4	1068	12	121
50809	5	8	9	570000	20800017	20800016	19	12	246	4	1084	12	184	4	1084	12	123
50810	5	8	10	1600000	20800009	20800008	160	12	250	4	1100	12	187	4	1100	12	125
50900	5	9	0	920000	20800017	20800016	23	12	250	4	1110	12	187	4	1110	12	125
50901	5	9	1	920000	20800017	20800016	23	12	254	4	1128	12	190	4	1128	12	127
50902	5	9	2	920000	20800017	20800016	23	12	258	4	1146	12	193	4	1146	12	129
50903	5	9	3	920000	20800017	20800016	23	12	262	4	1164	12	196	4	1164	12	131
50904	5	9	4	920000	20800017	20800016	23	12	266	4	1182	12	199	4	1182	12	133
50905	5	9	5	1080000	20800017	20800016	27	12	270	4	1200	12	202	4	1200	12	135
50906	5	9	6	1080000	20800017	20800016	27	12	274	4	1218	12	205	4	1218	12	137
50907	5	9	7	1080000	20800017	20800016	27	12	278	4	1236	12	208	4	1236	12	139
50908	5	9	8	1080000	20800017	20800016	27	12	282	4	1254	12	211	4	1254	12	141
50909	5	9	9	1080000	20800017	20800016	27	12	286	4	1272	12	214	4	1272	12	143
50910	5	9	10	2000000	20800009	20800008	200	12	290	4	1290	12	217	4	1290	12	145
51000	5	10	0	1240000	20800017	20800016	31	12	290	4	1300	12	217	4	1300	12	145
51001	5	10	1	1240000	20800017	20800016	31	12	294	4	1320	12	220	4	1320	12	147
51002	5	10	2	1240000	20800017	20800016	31	12	298	4	1340	12	223	4	1340	12	149
51003	5	10	3	1240000	20800017	20800016	31	12	302	4	1360	12	226	4	1360	12	151
51004	5	10	4	1240000	20800017	20800016	31	12	306	4	1380	12	229	4	1380	12	153
51005	5	10	5	1400000	20800017	20800016	35	12	310	4	1400	12	232	4	1400	12	155
51006	5	10	6	1400000	20800017	20800016	35	12	314	4	1420	12	235	4	1420	12	157
51007	5	10	7	1400000	20800017	20800016	35	12	318	4	1440	12	238	4	1440	12	159
51008	5	10	8	1400000	20800017	20800016	35	12	322	4	1460	12	241	4	1460	12	161
51009	5	10	9	1400000	20800017	20800016	35	12	326	4	1480	12	244	4	1480	12	163
51010	5	10	10	-1	-1	-1	-1	12	330	4	1500	12	247	4	1500	12	165
60100	6	1	0	40000	20800013	20800012	2	15	10	5	30	15	7	5	30	15	5
60101	6	1	1	40000	20800013	20800012	2	15	12	5	39	15	9	5	39	15	6
60102	6	1	2	40000	20800013	20800012	2	15	14	5	48	15	10	5	48	15	7
60103	6	1	3	40000	20800013	20800012	2	15	16	5	57	15	12	5	57	15	8
60104	6	1	4	40000	20800013	20800012	2	15	18	5	66	15	13	5	66	15	9
60105	6	1	5	80000	20800013	20800012	4	15	20	5	75	15	15	5	75	15	10
60106	6	1	6	80000	20800013	20800012	4	15	22	5	84	15	16	5	84	15	11
60107	6	1	7	80000	20800013	20800012	4	15	24	5	93	15	18	5	93	15	12
60108	6	1	8	80000	20800013	20800012	4	15	26	5	102	15	19	5	102	15	13
60109	6	1	9	80000	20800013	20800012	4	15	28	5	111	15	21	5	111	15	14
60110	6	1	10	200000	20800011	20800010	20	15	30	5	120	15	22	5	120	15	15
60200	6	2	0	120000	20800013	20800012	6	15	30	5	130	15	22	5	130	15	15
60201	6	2	1	120000	20800013	20800012	6	15	32	5	140	15	24	5	140	15	16
60202	6	2	2	120000	20800013	20800012	6	15	34	5	150	15	25	5	150	15	17
60203	6	2	3	120000	20800013	20800012	6	15	36	5	160	15	27	5	160	15	18
60204	6	2	4	120000	20800013	20800012	6	15	38	5	170	15	28	5	170	15	19
60205	6	2	5	160000	20800013	20800012	8	15	40	5	180	15	30	5	180	15	20
60206	6	2	6	160000	20800013	20800012	8	15	42	5	190	15	31	5	190	15	21
60207	6	2	7	160000	20800013	20800012	8	15	44	5	200	15	33	5	200	15	22
60208	6	2	8	160000	20800013	20800012	8	15	46	5	210	15	34	5	210	15	23
60209	6	2	9	160000	20800013	20800012	8	15	48	5	220	15	36	5	220	15	24
60210	6	2	10	400000	20800011	20800010	40	15	50	5	230	15	37	5	230	15	25
60300	6	3	0	200000	20800013	20800012	10	15	50	5	240	15	37	5	240	15	25
60301	6	3	1	200000	20800013	20800012	10	15	52	5	251	15	39	5	251	15	26
60302	6	3	2	200000	20800013	20800012	10	15	54	5	262	15	40	5	262	15	27
60303	6	3	3	200000	20800013	20800012	10	15	56	5	273	15	42	5	273	15	28
60304	6	3	4	200000	20800013	20800012	10	15	58	5	284	15	43	5	284	15	29
60305	6	3	5	240000	20800013	20800012	12	15	60	5	295	15	45	5	295	15	30
60306	6	3	6	240000	20800013	20800012	12	15	62	5	306	15	46	5	306	15	31
60307	6	3	7	240000	20800013	20800012	12	15	64	5	317	15	48	5	317	15	32
60308	6	3	8	240000	20800013	20800012	12	15	66	5	328	15	49	5	328	15	33
60309	6	3	9	240000	20800013	20800012	12	15	68	5	339	15	51	5	339	15	34
60310	6	3	10	600000	20800011	20800010	60	15	70	5	350	15	52	5	350	15	35
60400	6	4	0	280000	20800013	20800012	14	15	70	5	360	15	52	5	360	15	35
60401	6	4	1	280000	20800013	20800012	14	15	72	5	372	15	54	5	372	15	36
60402	6	4	2	280000	20800013	20800012	14	15	74	5	384	15	55	5	384	15	37
60403	6	4	3	280000	20800013	20800012	14	15	76	5	396	15	57	5	396	15	38
60404	6	4	4	280000	20800013	20800012	14	15	78	5	408	15	58	5	408	15	39
60405	6	4	5	320000	20800013	20800012	16	15	80	5	420	15	60	5	420	15	40
60406	6	4	6	320000	20800013	20800012	16	15	82	5	432	15	61	5	432	15	41
60407	6	4	7	320000	20800013	20800012	16	15	84	5	444	15	63	5	444	15	42
60408	6	4	8	320000	20800013	20800012	16	15	86	5	456	15	64	5	456	15	43
60409	6	4	9	320000	20800013	20800012	16	15	88	5	468	15	66	5	468	15	44
60410	6	4	10	800000	20800011	20800010	80	15	90	5	480	15	67	5	480	15	45
60500	6	5	0	210000	20800015	20800014	7	15	90	5	490	15	67	5	490	15	45
60501	6	5	1	210000	20800015	20800014	7	15	94	5	503	15	70	5	503	15	47
60502	6	5	2	210000	20800015	20800014	7	15	98	5	516	15	73	5	516	15	49
60503	6	5	3	210000	20800015	20800014	7	15	102	5	529	15	76	5	529	15	51
60504	6	5	4	210000	20800015	20800014	7	15	106	5	542	15	79	5	542	15	53
60505	6	5	5	300000	20800015	20800014	10	15	110	5	555	15	82	5	555	15	55
60506	6	5	6	300000	20800015	20800014	10	15	114	5	568	15	85	5	568	15	57
60507	6	5	7	300000	20800015	20800014	10	15	118	5	581	15	88	5	581	15	59
60508	6	5	8	300000	20800015	20800014	10	15	122	5	594	15	91	5	594	15	61
60509	6	5	9	300000	20800015	20800014	10	15	126	5	607	15	94	5	607	15	63
60510	6	5	10	1000000	20800011	20800010	100	15	130	5	620	15	97	5	620	15	65
60600	6	6	0	390000	20800015	20800014	13	15	130	5	630	15	97	5	630	15	65
60601	6	6	1	390000	20800015	20800014	13	15	134	5	644	15	100	5	644	15	67
60602	6	6	2	390000	20800015	20800014	13	15	138	5	658	15	103	5	658	15	69
60603	6	6	3	390000	20800015	20800014	13	15	142	5	672	15	106	5	672	15	71
60604	6	6	4	390000	20800015	20800014	13	15	146	5	686	15	109	5	686	15	73
60605	6	6	5	480000	20800015	20800014	16	15	150	5	700	15	112	5	700	15	75
60606	6	6	6	480000	20800015	20800014	16	15	154	5	714	15	115	5	714	15	77
60607	6	6	7	480000	20800015	20800014	16	15	158	5	728	15	118	5	728	15	79
60608	6	6	8	480000	20800015	20800014	16	15	162	5	742	15	121	5	742	15	81
60609	6	6	9	480000	20800015	20800014	16	15	166	5	756	15	124	5	756	15	83
60610	6	6	10	1200000	20800011	20800010	120	15	170	5	770	15	127	5	770	15	85
60700	6	7	0	570000	20800015	20800014	19	15	170	5	780	15	127	5	780	15	85
60701	6	7	1	570000	20800015	20800014	19	15	174	5	795	15	130	5	795	15	87
60702	6	7	2	570000	20800015	20800014	19	15	178	5	810	15	133	5	810	15	89
60703	6	7	3	570000	20800015	20800014	19	15	182	5	825	15	136	5	825	15	91
60704	6	7	4	570000	20800015	20800014	19	15	186	5	840	15	139	5	840	15	93
60705	6	7	5	660000	20800015	20800014	22	15	190	5	855	15	142	5	855	15	95
60706	6	7	6	660000	20800015	20800014	22	15	194	5	870	15	145	5	870	15	97
60707	6	7	7	660000	20800015	20800014	22	15	198	5	885	15	148	5	885	15	99
60708	6	7	8	660000	20800015	20800014	22	15	202	5	900	15	151	5	900	15	101
60709	6	7	9	660000	20800015	20800014	22	15	206	5	915	15	154	5	915	15	103
60710	6	7	10	1400000	20800011	20800010	140	15	210	5	930	15	157	5	930	15	105
60800	6	8	0	450000	20800017	20800016	15	15	210	5	940	15	157	5	940	15	105
60801	6	8	1	450000	20800017	20800016	15	15	214	5	956	15	160	5	956	15	107
60802	6	8	2	450000	20800017	20800016	15	15	218	5	972	15	163	5	972	15	109
60803	6	8	3	450000	20800017	20800016	15	15	222	5	988	15	166	5	988	15	111
60804	6	8	4	450000	20800017	20800016	15	15	226	5	1004	15	169	5	1004	15	113
60805	6	8	5	570000	20800017	20800016	19	15	230	5	1020	15	172	5	1020	15	115
60806	6	8	6	570000	20800017	20800016	19	15	234	5	1036	15	175	5	1036	15	117
60807	6	8	7	570000	20800017	20800016	19	15	238	5	1052	15	178	5	1052	15	119
60808	6	8	8	570000	20800017	20800016	19	15	242	5	1068	15	181	5	1068	15	121
60809	6	8	9	570000	20800017	20800016	19	15	246	5	1084	15	184	5	1084	15	123
60810	6	8	10	1600000	20800011	20800010	160	15	250	5	1100	15	187	5	1100	15	125
60900	6	9	0	920000	20800017	20800016	23	15	250	5	1110	15	187	5	1110	15	125
