INT	INT	INT	INT	STRING	INT	STRING	STRING
ID(递增)	CLASS	LEVEL	槽位（未实现）	称号（限长20个CHAR）$1$	有效期（小时，未实现）	COLOR	描述$1$
0	0	1	-1	天灵兽	-1	#e195e1a#c72d27c	[已废弃]珍兽初级悟性称号#r天御之息，皎皎圣灵。
100543	3	1794	-1	乾坤超仙兽	-1	#e96491f#gFF0FA0	#Y悟性#G逆转乾坤#Y，成长#G震古烁今#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
100544	3	1894	-1	乾坤超神兽	-1	#e96491f#gFF0FA0	#Y悟性#G逆转乾坤#Y，成长、资质#G震古烁今#Y的珍兽才能获得此称号。	
101001	3	105	-1	幻化灵兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y资质#G卓尔不群#Y的珍兽才能获得此称号。	
101002	3	205	-1	幻化圣兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101003	3	305	-1	幻化仙兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y资质#G天下无双#Y的珍兽才能获得此称号。	
101004	3	405	-1	幻化神兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y资质#G震古烁今#Y的珍兽才能获得此称号。	
101010	3	116	-1	幻化地兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长#G卓尔不群#Y的珍兽才能获得此称号。	
101011	3	216	-1	幻化地灵兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101012	3	316	-1	幻化地圣兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101013	3	416	-1	幻化地仙兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101014	3	516	-1	幻化地神兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G卓尔不群#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101020	3	227	-1	幻化天兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101021	3	327	-1	幻化天灵兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101022	3	427	-1	幻化天圣兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101023	3	527	-1	幻化天仙兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101024	3	627	-1	幻化天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长#G超凡脱俗#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101030	3	338	-1	幻化元兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y成长#G天下无双#Y的珍兽才能获得此称号。	
101031	3	438	-1	幻化元灵兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101032	3	538	-1	幻化元圣兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101033	3	638	-1	幻化元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长、资质#G天下无双#Y的珍兽才能获得此称号。	
101034	3	738	-1	幻化元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长#G天下无双#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101040	3	449	-1	幻化超兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G震古烁今#Y的珍兽才能获得此称号。	
101041	3	549	-1	幻化超灵兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y成长#G震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101042	3	649	-1	幻化超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101043	3	749	-1	幻化超仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长#G震古烁今#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101044	3	849	-1	幻化超神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y成长、资质#G震古烁今#Y的珍兽才能获得此称号。	
101100	3	215	-1	幻化长生兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y悟性#G卓尔不群#Y的珍兽才能获得此称号。	
101101	3	315	-1	幻化长生灵兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y悟性、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101102	3	415	-1	幻化长生圣兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101103	3	515	-1	幻化长生仙兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101104	3	615	-1	幻化长生神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101110	3	326	-1	幻化长生地兽	-1	#e195e1a#c72d27c	#Y幻化后，#Y悟性、成长#G卓尔不群#Y的珍兽才能获得此称号。	
101111	3	426	-1	幻化长生地灵兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性、成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101112	3	526	-1	幻化长生地圣兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性、成长#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101113	3	626	-1	幻化长生地仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101114	3	726	-1	幻化长生地神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G卓尔不群#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101120	3	437	-1	幻化长生天兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101121	3	537	-1	幻化长生天灵兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性、资质#G卓尔不群#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101122	3	637	-1	幻化长生天圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101123	3	737	-1	幻化长生天仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101124	3	837	-1	幻化长生天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G超凡脱俗#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101130	3	548	-1	幻化长生元兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101131	3	648	-1	幻化长生元灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G卓尔不群#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101132	3	748	-1	幻化长生元圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101133	3	848	-1	幻化长生元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长、资质#G天下无双#Y的珍兽才能获得此称号。	
101134	3	948	-1	幻化长生元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G天下无双#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101140	3	659	-1	幻化长生超兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101141	3	759	-1	幻化长生超灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G卓尔不群#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101142	3	859	-1	幻化长生超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101143	3	959	-1	幻化长生超仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长#G震古烁今#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101144	3	1059	-1	幻化长生超神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G卓尔不群#Y，成长、资质#G震古烁今#Y的珍兽才能获得此称号。	
101200	3	425	-1	幻化千年兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G超凡脱俗#Y的珍兽才能获得此称号。	
101201	3	525	-1	幻化千年灵兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101202	3	625	-1	幻化千年圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101203	3	725	-1	幻化千年仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101204	3	825	-1	幻化千年神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101210	3	536	-1	幻化千年地兽	-1	#ebb3e9f#cfd94b0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101211	3	636	-1	幻化千年地灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101212	3	736	-1	幻化千年地圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G超凡脱俗#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101213	3	836	-1	幻化千年地仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101214	3	936	-1	幻化千年地神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#G卓尔不群#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101220	3	647	-1	幻化千年天兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101221	3	747	-1	幻化千年天灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101222	3	847	-1	幻化千年天圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101223	3	947	-1	幻化千年天仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101224	3	1047	-1	幻化千年天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G超凡脱俗#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101230	3	758	-1	幻化千年元兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101231	3	858	-1	幻化千年元灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101232	3	958	-1	幻化千年元圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G超凡脱俗#Y，成长#天下无双#Y的珍兽才能获得此称号。	
101233	3	1058	-1	幻化千年元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长、资质#天下无双#Y的珍兽才能获得此称号。	
101234	3	1158	-1	幻化千年元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#天下无双#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101240	3	869	-1	幻化千年超兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101241	3	969	-1	幻化千年超灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101242	3	1069	-1	幻化千年超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G超凡脱俗#Y，成长#震古烁今#Y的珍兽才能获得此称号。	
101243	3	1169	-1	幻化千年超仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长#震古烁今#Y，资质#G天下无双群#Y的珍兽才能获得此称号。	
101244	3	1269	-1	幻化千年超神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G超凡脱俗#Y，成长，资质#震古烁今#Y的珍兽才能获得此称号。	
101300	3	635	-1	幻化九转兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y的珍兽才能获得此称号。	
101301	3	735	-1	幻化九转灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101302	3	835	-1	幻化九转圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101303	3	935	-1	幻化九转仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G天下无双#Y的珍兽才能获得此称号。	
101304	3	1035	-1	幻化九转神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101310	3	746	-1	幻化九转地兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101311	3	846	-1	幻化九转地灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101312	3	946	-1	幻化九转地圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101313	3	1046	-1	幻化九转地仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G天下无双#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101314	3	1146	-1	幻化九转地神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G卓尔不群#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101320	3	857	-1	幻化九转天兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101321	3	957	-1	幻化九转天灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101322	3	1057	-1	幻化九转天圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101323	3	1157	-1	幻化九转天仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G天下无双#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101324	3	1257	-1	幻化九转天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G超凡脱俗#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101330	3	968	-1	幻化九转元兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G天下无双#Y的珍兽才能获得此称号。	
101331	3	1068	-1	幻化九转元灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101332	3	1168	-1	幻化九转元圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101333	3	1268	-1	幻化九转元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长、资质#G天下无双#Y的珍兽才能获得此称号。	
101334	3	1368	-1	幻化九转元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G天下无双#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101340	3	1079	-1	幻化九转超兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101341	3	1179	-1	幻化九转超灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101342	3	1279	-1	幻化九转超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101343	3	1379	-1	幻化九转超仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G天下无双#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101344	3	1479	-1	幻化九转超神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G天下无双#Y，成长、资质#G震古烁今#Y的珍兽才能获得此称号。	
101400	3	845	-1	幻化混沌兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y的珍兽才能获得此称号。	
101401	3	945	-1	幻化混沌灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101402	3	1045	-1	幻化混沌圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101403	3	1145	-1	幻化混沌仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101404	3	1245	-1	幻化混沌神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G震古烁今#Y的珍兽才能获得此称号。	
101410	3	956	-1	幻化混沌地兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101411	3	1056	-1	幻化混沌地灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101412	3	1156	-1	幻化混沌地圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101413	3	1256	-1	幻化混沌地仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101414	3	1356	-1	幻化混沌地神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G震古烁今#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101420	3	1067	-1	幻化混沌天兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101421	3	1167	-1	幻化混沌天灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101422	3	1267	-1	幻化混沌天圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101423	3	1367	-1	幻化混沌天仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101424	3	1467	-1	幻化混沌天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G震古烁今#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101430	3	1178	-1	幻化混沌元兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101431	3	1278	-1	幻化混沌元灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101432	3	1378	-1	幻化混沌元圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101433	3	1478	-1	幻化混沌元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G震古烁今#Y，成长、资质#G天下无双#Y的珍兽才能获得此称号。	
101434	3	1578	-1	幻化混沌元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、资质#G震古烁今#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101440	3	1289	-1	幻化混沌超兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G震古烁今#Y的珍兽才能获得此称号。	
101441	3	1389	-1	幻化混沌超灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101442	3	1489	-1	幻化混沌超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101443	3	1589	-1	幻化混沌超仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长#G震古烁今#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101444	3	1689	-1	幻化混沌超神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性、成长、资质#G震古烁今#Y的珍兽才能获得此称号。	
101500	3	1055	-1	幻化乾坤兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y的珍兽才能获得此称号。	
101501	3	1155	-1	幻化乾坤灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101502	3	1255	-1	幻化乾坤圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101503	3	1355	-1	幻化乾坤仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101504	3	1455	-1	幻化乾坤神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G震古烁今#Y的珍兽才能获得此称号。	
101510	3	1166	-1	幻化乾坤地兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101511	3	1266	-1	幻化乾坤地灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长、资质#G卓尔不群#Y的珍兽才能获得此称号。	
101512	3	1366	-1	幻化乾坤地圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G卓尔不群#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101513	3	1466	-1	幻化乾坤地仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G卓尔不群#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101514	3	1566	-1	幻化乾坤地神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G震古烁今#Y，成长#G卓尔不群#Y的珍兽才能获得此称号。	
101520	3	1277	-1	幻化乾坤天兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101521	3	1377	-1	幻化乾坤天灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G超凡脱俗#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101522	3	1477	-1	幻化乾坤天圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长、资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101523	3	1577	-1	幻化乾坤天仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G超凡脱俗#Y，资质#G天下无双#Y的珍兽才能获得此称号。	
101524	3	1677	-1	幻化乾坤天神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G震古烁今#Y，成长#G超凡脱俗#Y的珍兽才能获得此称号。	
101530	3	1388	-1	幻化乾坤元兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101531	3	1488	-1	幻化乾坤元灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G天下无双#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101532	3	1588	-1	幻化乾坤元圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G天下无双#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
101533	3	1688	-1	幻化乾坤元仙兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长、资质#G天下无双#Y的珍兽才能获得此称号。	
101534	3	1788	-1	幻化乾坤元神兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，资质#G震古烁今#Y，成长#G天下无双#Y的珍兽才能获得此称号。	
101540	3	1499	-1	幻化乾坤超兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G震古烁今#Y的珍兽才能获得此称号。	
101541	3	1599	-1	幻化乾坤超灵兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G震古烁今#Y，资质#G卓尔不群#Y的珍兽才能获得此称号。	
101542	3	1699	-1	幻化乾坤超圣兽	-1	#e96491f#gFF0FA0	#Y幻化后，#Y悟性#G逆转乾坤#Y，成长#G震古烁今#Y，资质#G超凡脱俗#Y的珍兽才能获得此称号。	
