INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
≥ËŒÔ±‡∫≈	√˚≥∆$1$	≥ËŒÔ¿‡–Õ	ø…–Ø¥¯µ»º∂	’Û”™	 «∑Ò±‰“Ï	 «∑Ò±¶±¶	 ≥ŒÔ¿‡	À˘ƒ‹—ßµƒººƒ‹ ˝	÷˜∂Øººƒ‹	÷˜∂Øººƒ‹…˙≥…º∏¬ £®1/100w£©	÷˜∂Øººƒ‹2	÷˜∂Øººƒ‹2…˙≥…º∏¬ £®1/100w£©	±ª∂Øººƒ‹1	±ª∂Øººƒ‹1…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹2	±ª∂Øººƒ‹2…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹3	±ª∂Øººƒ‹3…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹4	±ª∂Øººƒ‹4…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹5	±ª∂Øººƒ‹5…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹6	±ª∂Øººƒ‹6…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹7	±ª∂Øººƒ‹7…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹8	±ª∂Øººƒ‹8…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹9	±ª∂Øººƒ‹9…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹10	±ª∂Øººƒ‹10…˙≥…º∏¬ £®1/100W£©	±Í◊º Ÿ√¸	±Í◊º¡¶¡ø◊ ÷ 	±Í◊ºÃÂ÷ ◊ ÷ 	±Í◊º¡È∆¯◊ ÷ 	±Í◊º…Ì∑®◊ ÷ 	±Í◊º∂®¡¶◊ ÷ 	≥…≥§¬ 1	≥…≥§¬ 2	≥…≥§¬ 3	≥…≥§¬ 4	≥…≥§¬ 5	µ®–°(1/1000)	Ω˜…˜(1/1000)	÷“≥œ(1/1000)	æ´√˜(1/1000)	”¬√Õ(1/1000)	≥ËŒÔ∑±÷≥ ±º‰(ms)	Õ¨¿‡≤Œøº’‰ ﬁ¿‡–Õ
6129	¡Èœ¨ƒÒ±¶±¶	612	45	9	0	1	10	10	688	350000	-1	-1	712	900000	703	300000	706	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	200	500	150	100	50	60000	6120	
6130	≥…ƒÍ’‰œ¨ƒÒ	613	55	9	0	0	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6131	±‰“Ï’‰œ¨ƒÒ	613	55	9	1	0	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6132	±‰“Ï’‰œ¨ƒÒ	613	55	9	1	0	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6133	±‰“Ï’‰œ¨ƒÒ	613	55	9	1	0	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6134	±‰“Ï’‰œ¨ƒÒ	613	55	9	1	0	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6139	’‰œ¨ƒÒ±¶±¶	613	55	9	0	1	10	10	688	400000	-1	-1	712	900000	703	350000	706	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	200	500	150	100	50	60000	6130	
6140	≥…ƒÍ≥¨œ¨ƒÒ	614	65	9	0	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6141	±‰“Ï≥¨œ¨ƒÒ	614	65	9	1	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6142	±‰“Ï≥¨œ¨ƒÒ	614	65	9	1	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6143	±‰“Ï≥¨œ¨ƒÒ	614	65	9	1	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6144	±‰“Ï≥¨œ¨ƒÒ	614	65	9	1	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6145	±‰“Ï≥¨œ¨ƒÒ	614	65	9	1	0	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6149	≥¨œ¨ƒÒ±¶±¶	614	65	9	0	1	10	10	688	450000	-1	-1	712	900000	703	400000	706	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	200	500	150	100	50	60000	6140	
6150	≥…ƒÍ…Òœ¨ƒÒ	615	75	9	0	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6151	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6152	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6153	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6154	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6155	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6156	±‰“Ï…Òœ¨ƒÒ	615	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6159	…Òœ¨ƒÒ±¶±¶	615	75	9	0	1	10	10	688	500000	-1	-1	712	900000	703	450000	706	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	200	500	150	100	50	60000	6150	
6160	≥…ƒÍ–‹√®	616	5	9	0	0	100	10	690	200000	-1	-1	658	900000	718	250000	728	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	100	200	500	150	50	60000	6160	
6161	±‰“Ï–‹√®	616	5	9	1	0	100	10	690	200000	-1	-1	658	900000	718	250000	728	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	970	1402	862	862	970	846	930	972	1099	1269	100	200	500	150	50	60000	6160	
6162	±‰“Ï–‹√®	616	5	9	1	0	100	10	690	200000	-1	-1	658	900000	718	250000	728	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1097	1585	975	975	1097	846	930	972	1099	1269	100	200	500	150	50	60000	6160	
6169	–‹√®±¶±¶	616	5	9	0	1	100	10	690	200000	-1	-1	658	900000	718	250000	728	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	100	200	500	150	50	60000	6160	
6170	≥…ƒÍ«ø–‹√®	617	45	9	0	0	100	10	690	250000	-1	-1	658	900000	718	300000	728	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	100	200	500	150	50	60000	6170	
6171	±‰“Ï«ø–‹√®	617	45	9	1	0	100	10	690	250000	-1	-1	658	900000	718	300000	728	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	969	1399	861	861	969	948	1042	1090	1232	1422	100	200	500	150	50	60000	6170	
6172	±‰“Ï«ø–‹√®	617	45	9	1	0	100	10	690	250000	-1	-1	658	900000	718	300000	728	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	100	200	500	150	50	60000	6170	
6173	±‰“Ï«ø–‹√®	617	45	9	1	0	100	10	690	250000	-1	-1	658	900000	718	300000	728	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1145	1654	1018	1018	1145	948	1042	1090	1232	1422	100	200	500	150	50	60000	6170	
6179	«ø–‹√®±¶±¶	617	45	9	0	1	100	10	690	250000	-1	-1	658	900000	718	300000	728	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	100	200	500	150	50	60000	6170	
6180	≥…ƒÍ’‰–‹√®	618	55	9	0	0	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6181	±‰“Ï’‰–‹√®	618	55	9	1	0	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	986	1425	877	877	986	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6182	±‰“Ï’‰–‹√®	618	55	9	1	0	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1055	1524	938	938	1055	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6183	±‰“Ï’‰–‹√®	618	55	9	1	0	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1124	1624	999	999	1124	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6184	±‰“Ï’‰–‹√®	618	55	9	1	0	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6189	’‰–‹√®±¶±¶	618	55	9	0	1	100	10	690	300000	-1	-1	658	900000	718	350000	728	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	100	200	500	150	50	60000	6180	
6190	≥…ƒÍ≥¨–‹√®	619	65	9	0	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6191	±‰“Ï≥¨–‹√®	619	65	9	1	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6192	±‰“Ï≥¨–‹√®	619	65	9	1	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6193	±‰“Ï≥¨–‹√®	619	65	9	1	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6194	±‰“Ï≥¨–‹√®	619	65	9	1	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6195	±‰“Ï≥¨–‹√®	619	65	9	1	0	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6199	≥¨–‹√®±¶±¶	619	65	9	0	1	100	10	690	350000	-1	-1	658	900000	718	400000	728	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	100	200	500	150	50	60000	6190	
6200	≥…ƒÍ…Ò–‹√®	620	75	9	0	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6201	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6202	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6203	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6204	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6205	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6206	±‰“Ï…Ò–‹√®	620	75	9	1	0	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6209	…Ò–‹√®±¶±¶	620	75	9	0	1	100	10	690	400000	-1	-1	658	900000	718	450000	728	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	100	200	500	150	50	60000	6200	
6210	≥…ƒÍÛ¶–∑	621	5	9	0	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	50	500	100	150	200	60000	6210	
6211	±‰“ÏÛ¶–∑	621	5	9	1	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	50	500	100	150	200	60000	6210	
6212	±‰“ÏÛ¶–∑	621	5	9	1	0	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	50	500	100	150	200	60000	6210	
6219	Û¶–∑±¶±¶	621	5	9	0	1	10	10	684	200000	-1	-1	726	900000	661	250000	702	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	50	500	100	150	200	60000	6210	
6220	≥…ƒÍ«‡–∑	622	45	9	0	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	500	100	150	200	60000	6220	
6221	±‰“Ï«‡–∑	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	50	500	100	150	200	60000	6220	
6222	±‰“Ï«‡–∑	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	50	500	100	150	200	60000	6220	
6223	±‰“Ï«‡–∑	622	45	9	1	0	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	50	500	100	150	200	60000	6220	
6229	«‡–∑±¶±¶	622	45	9	0	1	10	10	684	250000	-1	-1	726	900000	661	300000	702	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	500	100	150	200	60000	6220	
6230	≥…ƒÍ¥Û’¢–∑	623	55	9	0	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6231	±‰“Ï¥Û’¢–∑	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6232	±‰“Ï¥Û’¢–∑	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6233	±‰“Ï¥Û’¢–∑	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6234	±‰“Ï¥Û’¢–∑	623	55	9	1	0	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6239	¥Û’¢–∑±¶±¶	623	55	9	0	1	10	10	684	300000	-1	-1	726	900000	661	350000	702	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	500	100	150	200	60000	6230	
6240	≥…ƒÍ≥±–––∑	624	65	9	0	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6241	±‰“Ï≥±–––∑	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6242	±‰“Ï≥±–––∑	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6243	±‰“Ï≥±–––∑	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6244	±‰“Ï≥±–––∑	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6245	±‰“Ï≥±–––∑	624	65	9	1	0	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6249	≥±–––∑±¶±¶	624	65	9	0	1	10	10	684	350000	-1	-1	726	900000	661	400000	702	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	500	100	150	200	60000	6240	
6250	≥…ƒÍ»ﬁÚ¸–∑	625	75	9	0	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6251	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6252	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6253	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6254	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6255	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6256	±‰“Ï»ﬁÚ¸–∑	625	75	9	1	0	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6259	»ﬁÚ¸–∑±¶±¶	625	75	9	0	1	10	10	684	400000	-1	-1	726	900000	661	450000	702	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	500	100	150	200	60000	6250	
6260	≥…ƒÍ∑€µ˚	626	5	9	0	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	60000	6260	
6261	±‰“Ï∑€µ˚	626	5	9	1	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	200	150	100	50	60000	6260	
6262	±‰“Ï∑€µ˚	626	5	9	1	0	100	10	700	200000	-1	-1	704	900000	712	400000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	200	150	100	50	60000	6260	
