INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20108032	2	1	8	32	MakeMaterial4_16	完美的剑鞘	武器材料类，70～79级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	8	0	2000	-1	0
20108033	2	1	8	33	MakeMaterial3_1	闪亮的剑鞘	武器材料类，80～89级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	9	0	2000	-1	0
20108034	2	1	8	34	MakeMaterial3_2	七彩的剑鞘	武器材料类，90～99级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	10	0	2000	-1	0
20108035	2	1	8	35	MakeMaterial3_3	无瑕的剑鞘	武器材料类，100～109级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	11	0	2000	-1	0
20108036	2	1	8	36	MakeMaterial3_4	至尊剑鞘	武器材料类，110～119级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	12	0	2000	-1	0
20108037	2	1	8	37	MakeMaterial3_5	坏掉的双棍	武器材料类，1～9级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	1	0	2000	-1	0
20108038	2	1	8	38	MakeMaterial3_6	残缺的双棍	武器材料类，10～19级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	2	0	2000	-1	0
20108039	2	1	8	39	MakeMaterial3_7	破损的双棍	武器材料类，20～29级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	3	0	2000	-1	0
20108040	2	1	8	40	MakeMaterial3_8	破旧的双棍	武器材料类，30～39级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	4	0	2000	-1	0
20108041	2	1	8	41	MakeMaterial3_9	完好的双棍	武器材料类，40～49级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	5	0	2000	-1	0
20108042	2	1	8	42	MakeMaterial3_10	普通的双棍	武器材料类，50～59级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	6	0	2000	-1	0
20108043	2	1	8	43	MakeMaterial3_11	发光的双棍	武器材料类，60～69级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	7	0	2000	-1	0
20108044	2	1	8	44	MakeMaterial3_12	完美的双棍	武器材料类，70～79级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	8	0	2000	-1	0
20108045	2	1	8	45	MakeMaterial3_13	闪亮的双棍	武器材料类，80～89级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	9	0	2000	-1	0
20108046	2	1	8	46	MakeMaterial3_14	七彩的双棍	武器材料类，90～99级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	10	0	2000	-1	0
20108047	2	1	8	47	MakeMaterial3_15	无瑕的双棍	武器材料类，100～109级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	11	0	2000	-1	0
20108048	2	1	8	48	MakeMaterial3_16	至尊双棍	武器材料类，110～119级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	12	0	2000	-1	0
20108049	2	1	8	49	MakeMaterial5_1	坏掉的扇骨	武器材料类，1～9级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	1	0	2000	-1	0
20108050	2	1	8	50	MakeMaterial5_2	残缺的扇骨	武器材料类，10～19级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	2	0	2000	-1	0
20108051	2	1	8	51	MakeMaterial5_3	破损的扇骨	武器材料类，20～29级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	3	0	2000	-1	0
20108052	2	1	8	52	MakeMaterial5_4	破旧的扇骨	武器材料类，30～39级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	4	0	2000	-1	0
20108053	2	1	8	53	MakeMaterial5_5	完好的扇骨	武器材料类，40～49级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	5	0	2000	-1	0
20108054	2	1	8	54	MakeMaterial5_6	普通的扇骨	武器材料类，50～59级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	6	0	2000	-1	0
20108055	2	1	8	55	MakeMaterial5_7	发光的扇骨	武器材料类，60～69级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	7	0	2000	-1	0
20108056	2	1	8	56	MakeMaterial5_8	完美的扇骨	武器材料类，70～79级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	8	0	2000	-1	0
20108057	2	1	8	57	MakeMaterial5_9	闪亮的扇骨	武器材料类，80～89级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	9	0	2000	-1	0
20108058	2	1	8	58	MakeMaterial5_10	七彩的扇骨	武器材料类，90～99级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	10	0	2000	-1	0
20108059	2	1	8	59	MakeMaterial5_11	无瑕的扇骨	武器材料类，100～109级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	11	0	2000	-1	0
20108060	2	1	8	60	MakeMaterial5_12	至尊扇骨	武器材料类，110～119级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	12	0	2000	-1	0
20108061	2	1	8	61	MakeMaterial5_13	坏掉的环片	武器材料类，1～9级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	1	0	2000	-1	0
20108062	2	1	8	62	MakeMaterial5_14	残缺的环片	武器材料类，10～19级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	2	0	2000	-1	0
20108063	2	1	8	63	MakeMaterial5_15	破损的环片	武器材料类，20～29级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	3	0	2000	-1	0
20108064	2	1	8	64	MakeMaterial5_16	破旧的环片	武器材料类，30～39级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	4	0	2000	-1	0
20108065	2	1	8	65	MakeMaterial2_1	完好的环片	武器材料类，40～49级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	5	0	2000	-1	0
20108066	2	1	8	66	MakeMaterial2_2	普通的环片	武器材料类，50～59级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	6	0	2000	-1	0
20108067	2	1	8	67	MakeMaterial2_3	发光的环片	武器材料类，60～69级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	7	0	2000	-1	0
20108068	2	1	8	68	MakeMaterial2_4	完美的环片	武器材料类，70～79级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	8	0	2000	-1	0
20108069	2	1	8	69	MakeMaterial2_5	闪亮的环片	武器材料类，80～89级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	9	0	2000	-1	0
20108070	2	1	8	70	MakeMaterial2_6	七彩的环片	武器材料类，90～99级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	10	0	2000	-1	0
20108071	2	1	8	71	MakeMaterial2_7	无瑕的环片	武器材料类，100～109级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	11	0	2000	-1	0
20108072	2	1	8	72	MakeMaterial2_8	至尊环片	武器材料类，110～119级人形、傀儡、修罗类怪物掉落。可以通过#G材料加工#W技能制得相应等级的铸铁。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	铸造类材	12	0	2000	-1	0
20108073	2	1	8	73	MakeMaterial2_9	坏掉的天眼	防具材料类，1～9级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	1	0	2000	-1	0
20108074	2	1	8	74	MakeMaterial2_10	残缺的天眼	防具材料类，10～19级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	2	0	2000	-1	0
20108075	2	1	8	75	MakeMaterial2_11	破损的天眼	防具材料类，20～29级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	3	0	2000	-1	0
20108076	2	1	8	76	MakeMaterial2_12	破旧的天眼	防具材料类，30～39级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	4	0	2000	-1	0
20108077	2	1	8	77	MakeMaterial2_13	完好的天眼	防具材料类，40～49级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	5	0	2000	-1	0
20108078	2	1	8	78	MakeMaterial2_14	普通的天眼	防具材料类，50～59级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	6	0	2000	-1	0
20108079	2	1	8	79	MakeMaterial2_15	发光的天眼	防具材料类，60～69级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	7	0	2000	-1	0
20108080	2	1	8	80	MakeMaterial2_16	完美的天眼	防具材料类，70～79级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	8	0	2000	-1	0
20108081	2	1	8	81	MakeMaterial6_1	闪亮的天眼	防具材料类，80～89级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	9	0	2000	-1	0
20108082	2	1	8	82	MakeMaterial6_2	七彩的天眼	防具材料类，90～99级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	10	0	2000	-1	0
20108083	2	1	8	83	MakeMaterial6_3	无瑕的天眼	防具材料类，100～109级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	11	0	2000	-1	0
20108084	2	1	8	84	MakeMaterial6_4	至尊天眼	防具材料类，110～119级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	12	0	2000	-1	0
20108085	2	1	8	85	MakeMaterial6_5	坏掉的地心	防具材料类，1～9级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	1	0	2000	-1	0
20108086	2	1	8	86	MakeMaterial6_6	残缺的地心	防具材料类，10～19级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	2	0	2000	-1	0
20108087	2	1	8	87	MakeMaterial6_7	破损的地心	防具材料类，20～29级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	3	0	2000	-1	0
20108088	2	1	8	88	MakeMaterial6_8	破旧的地心	防具材料类，30～39级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	4	0	2000	-1	0
20108089	2	1	8	89	MakeMaterial6_9	完好的地心	防具材料类，40～49级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	5	282	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	5	0	2000	-1	0
20108090	2	1	8	90	MakeMaterial6_10	普通的地心	防具材料类，50～59级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	6	402	63	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	6	0	2000	-1	0
20108091	2	1	8	91	MakeMaterial6_11	发光的地心	防具材料类，60～69级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	7	554	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	7	0	2000	-1	0
20108092	2	1	8	92	MakeMaterial6_12	完美的地心	防具材料类，70～79级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	8	702	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	8	0	2000	-1	0
20108093	2	1	8	93	MakeMaterial6_13	闪亮的地心	防具材料类，80～89级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	9	864	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	9	0	2000	-1	0
20108094	2	1	8	94	MakeMaterial6_14	七彩的地心	防具材料类，90～99级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	10	1054	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	10	0	2000	-1	0
20108095	2	1	8	95	MakeMaterial6_15	无瑕的地心	防具材料类，100～109级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	11	1060	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	11	0	2000	-1	0
20108096	2	1	8	96	MakeMaterial6_16	至尊地心	防具材料类，110～119级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	12	1176	70	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	12	0	2000	-1	0
20108097	2	1	8	97	MakeMaterial14_1	坏掉的玄丝	防具材料类，1～9级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	1	38	8	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	1	0	2000	-1	0
20108098	2	1	8	98	MakeMaterial14_2	残缺的玄丝	防具材料类，10～19级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	2	42	9	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	2	0	2000	-1	0
20108099	2	1	8	99	MakeMaterial14_3	破损的玄丝	防具材料类，20～29级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	3	102	22	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	3	0	2000	-1	0
20108100	2	1	8	100	MakeMaterial14_4	破旧的玄丝	防具材料类，30～39级人形、傀儡、莽盖类怪物掉落。可以通过#G材料加工#W技能制得相应等级的布片。#r#W在#G洛阳（153，171）#W的#R冯铸铁#W处可以学习#G材料加工#W技能。玩家的等级达到#G10#W级即可学习。	4	184	41	4	250	-1	-1	1	-1	-1	-1	-1	缝纫类材	4	0	2000	-1	0
