INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT
10125612	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125613	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125614	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125615	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125616	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125617	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125618	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125619	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125620	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125621	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125622	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125623	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125624	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125625	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125626	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125627	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125628	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125629	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125630	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125631	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125632	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125633	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125634	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125635	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125636	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125637	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125638	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125639	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125640	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125641	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125642	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125643	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125644	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125645	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125646	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125647	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125648	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125649	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125650	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125651	-1	2005	-1	0	1	1	-1	0	0	0	0	1
10125652	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125653	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125654	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125655	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125656	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125657	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125658	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125659	-1	2005	-1	0	1	1	-1	0	0	0	0	1
10125660	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125661	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125662	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125663	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125664	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125665	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125666	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125667	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125668	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125669	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125670	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125671	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125672	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125673	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125674	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125675	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125676	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125677	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125678	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125679	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125680	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125681	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125682	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125683	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125684	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125685	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125686	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125687	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125688	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125689	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125690	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125691	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125692	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125693	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125694	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125695	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125696	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125697	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125698	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125699	-1	2005	-1	0	1	1	-1	0	0	0	0	1
10125700	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125701	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125702	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125703	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125704	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125705	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125706	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125707	-1	2005	-1	0	1	1	-1	0	0	0	0	1
10125708	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125709	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125710	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125711	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125712	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125713	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125714	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125715	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125716	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125717	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125718	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125719	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125720	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125721	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125722	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125723	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125724	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125725	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125726	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125727	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125728	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125729	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125730	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125731	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125732	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125733	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125734	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125735	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125736	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125737	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125738	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125739	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125740	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125741	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125742	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125743	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125744	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125745	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125746	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125747	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125748	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125749	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125750	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125751	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125752	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125753	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125754	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125755	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125756	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125757	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125758	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125759	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125760	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125761	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125762	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125763	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125764	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125765	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125766	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125767	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125768	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125769	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125770	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125771	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125772	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125773	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125774	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125775	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125776	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125777	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125778	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125779	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125780	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125781	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125782	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125783	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125784	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125785	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125786	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125787	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125788	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125789	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125790	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125791	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125792	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125793	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125794	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125795	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125796	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125797	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125798	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125799	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125800	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125801	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125802	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125803	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125804	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125805	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125806	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125807	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125808	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125809	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125810	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125811	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125812	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125813	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125814	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125815	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125816	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125817	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125818	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125823	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125824	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125825	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125826	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125827	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125828	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125829	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125830	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125831	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125832	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125833	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125834	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125835	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125836	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125837	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125838	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125839	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125840	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125841	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125842	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125843	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125844	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125845	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125846	-1	2005	-1	0	1	1	-1	0	0	0	1	0
10125847	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125848	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125849	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125850	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125851	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125852	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125853	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125854	-1	2005	-1	0	1	1	-1	0	0	0	1	0
10125855	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125856	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125857	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125858	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125859	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125860	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125861	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125862	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125863	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125864	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125865	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125866	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125867	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125868	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125869	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125870	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125871	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125872	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125873	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125874	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125875	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125876	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125877	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125878	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125879	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125880	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125881	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125882	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125883	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125884	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125885	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125886	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125887	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125888	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125889	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125890	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125891	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125892	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125893	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125894	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125895	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125896	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125897	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125898	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125899	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125900	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125901	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125902	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125903	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125904	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125905	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125906	8640	2005	-1	0	1	1	-1	0	0	0	0	0
10125907	8640	2005	-1	0	1	1	-1	0	0	0	0	0
10125908	8640	2005	-1	0	1	1	-1	0	0	0	0	0
10125909	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125910	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125911	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125912	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125913	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125914	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125915	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125916	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125917	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125918	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125919	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125920	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125921	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125922	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125923	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125924	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125925	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125926	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125927	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125928	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125929	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125930	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125931	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125932	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125933	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125934	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125935	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125936	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125937	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125938	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125939	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125940	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125942	-1	2005	-1	0	1	0	-1	0	0	0	0	0
10125943	-1	2005	-1	0	1	0	-1	0	0	0	0	0
10125944	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125945	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125946	1440	2005	-1	0	1	1	-1	0	0	0	0	0
10125947	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125948	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125949	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125950	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125951	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125952	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125953	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125954	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125955	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125956	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125957	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125958	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125959	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125960	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125961	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125962	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125963	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125964	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125965	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125966	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125967	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125968	720	2005	-1	0	1	0	-1	0	0	0	0	0
10125969	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125970	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125971	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125972	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125973	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125974	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125975	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125976	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125977	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125978	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125979	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125980	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125981	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125982	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125983	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125984	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125985	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125986	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125987	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125988	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125989	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125990	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125991	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10125992	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10125993	24	2005	-1	0	1	1	-1	0	0	0	0	0
10125994	72	2005	-1	0	1	1	-1	0	0	0	0	0
10125995	168	2005	-1	0	1	1	-1	0	0	0	0	0
10125996	360	2005	-1	0	1	1	-1	0	0	0	0	0
10125997	720	2005	-1	0	1	1	-1	0	0	0	0	0
10125998	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10125999	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10126001	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126002	24	2005	-1	0	1	1	-1	0	0	0	0	0
10126003	72	2005	-1	0	1	1	-1	0	0	0	0	0
10126004	168	2005	-1	0	1	1	-1	0	0	0	0	0
10126005	360	2005	-1	0	1	1	-1	0	0	0	0	0
10126006	720	2005	-1	0	1	1	-1	0	0	0	0	0
10126007	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10126008	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10126009	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126010	24	2005	-1	0	1	1	-1	0	0	0	0	0
10126011	72	2005	-1	0	1	1	-1	0	0	0	0	0
10126012	168	2005	-1	0	1	1	-1	0	0	0	0	0
10126013	360	2005	-1	0	1	1	-1	0	0	0	0	0
10126014	720	2005	-1	0	1	1	-1	0	0	0	0	0
10126015	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10126016	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10126017	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126018	24	2005	-1	0	1	1	-1	0	0	0	0	0
10126019	72	2005	-1	0	1	1	-1	0	0	0	0	0
10126020	168	2005	-1	0	1	1	-1	0	0	0	0	0
10126021	360	2005	-1	0	1	1	-1	0	0	0	0	0
10126022	720	2005	-1	0	1	1	-1	0	0	0	0	0
10126023	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10126024	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10126025	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126026	24	2005	-1	0	1	1	-1	0	0	0	0	0
10126027	72	2005	-1	0	1	1	-1	0	0	0	0	0
10126028	168	2005	-1	0	1	1	-1	0	0	0	0	0
10126029	360	2005	-1	0	1	1	-1	0	0	0	0	0
10126030	720	2005	-1	0	1	1	-1	0	0	0	0	0
10126031	2160	2005	-1	0	1	1	-1	0	0	0	0	0
10126032	4320	2005	-1	0	1	1	-1	0	0	0	0	0
10126033	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126034	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126035	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126036	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126037	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126038	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126039	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126040	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126041	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126042	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126043	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126044	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126045	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126046	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126047	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126048	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126049	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126050	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126051	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126052	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126053	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126054	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126055	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126056	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126057	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126058	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126059	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126060	-1	2005	-1	0	1	1	-1	0	0	0	0	0
10126061	-1	2005	-1	0	1	1	-1	0	0	0	0	0
