INT	INT	INT	INT
Index	ItemId	ExteriorType	ExteriorId
1317	10142890	3	152	
1318	10142891	3	152	
1319	10142892	3	153	
1320	10142893	3	153	
1321	10142894	3	153	
1322	10142895	3	153	
1323	10142896	3	153	
1324	10142897	3	153	
1325	10142898	3	153	
1326	10142899	3	153	
1327	10142900	3	153	
1328	10142901	3	153	
1329	10142902	3	153	
1330	10142903	3	153	
1331	10142904	3	153	
1332	10142905	3	153	
1333	10142906	3	153	
1334	10142907	3	153	
1335	10142908	3	153	
1336	10142909	3	153	
1337	10142910	3	154	
1338	10142911	3	154	
1339	10142912	3	154	
1340	10142913	3	154	
1341	10142914	3	154	
1342	10142915	3	154	
1343	10142916	3	154	
1344	10142917	3	154	
1345	10142918	3	154	
1346	10142919	3	154	
1347	10142920	3	154	
1348	10142921	3	154	
1349	10142922	3	154	
1350	10142923	3	154	
1351	10142924	3	154	
1352	10142925	3	154	
1353	10142926	3	154	
1354	10142927	3	154	
1355	10142928	3	155	
1356	10142929	3	156	
1357	10142930	3	157	
1358	10142931	3	158	
1359	10142932	3	159	
1360	10142933	3	159	
1361	10142934	3	159	
1362	10142935	3	159	
1363	10142936	3	159	
1364	10142937	3	159	
1365	10142938	3	159	
1366	10142939	3	159	
1367	10142940	3	159	
1368	10142941	3	159	
1369	10142942	3	159	
1370	10142943	3	159	
1371	10142944	3	159	
1372	10142945	3	159	
1373	10142946	3	159	
1374	10142947	3	159	
1375	10142948	3	159	
1376	10142949	3	159	
1377	10142950	3	160	
1378	10142951	3	160	
1379	10142952	3	160	
1380	10142953	3	160	
1381	10142954	3	160	
1382	10142955	3	160	
1383	10142956	3	160	
1384	10142957	3	160	
1385	10142958	3	160	
1386	10142959	3	160	
1387	10142960	3	160	
1388	10142961	3	160	
1389	10142962	3	160	
1390	10142963	3	160	
1391	10142964	3	160	
1392	10142965	3	160	
1393	10142966	3	160	
1394	10142967	3	160	
1395	10142968	3	161	
1396	10142969	3	161	
1397	10142970	3	161	
1398	10142971	3	161	
1399	10142972	3	161	
1400	10142973	3	161	
1401	10142974	3	161	
1402	10142975	3	161	
1403	10142976	3	161	
1404	10142977	3	161	
1405	10142978	3	161	
1406	10142979	3	161	
1407	10142980	3	161	
1408	10142981	3	161	
1409	10142982	3	161	
1410	10142983	3	161	
1411	10142984	3	162	
1412	10141219	3	47	
1413	10143025	3	163	
1414	10143026	3	163	
1415	10143027	3	163	
1416	10143028	3	163	
1417	10143029	3	163	
1418	10143030	3	163	
1419	10143031	3	163	
1420	10143032	3	163	
1421	10143033	3	163	
1422	10143034	3	163	
1423	10143035	3	163	
1424	10143036	3	163	
1425	10143037	3	163	
1426	10143038	3	163	
1427	10143039	3	163	
1428	10143040	3	163	
1429	10143041	3	163	
1430	10143042	3	163	
1431	10143043	3	163	
1432	10143044	3	163	
1433	10143045	3	164	
1434	10143046	3	164	
1435	10143047	3	164	
1436	10143048	3	164	
1437	10143049	3	164	
1438	10143050	3	164	
1439	10143051	3	164	
1440	10143052	3	164	
1441	10143053	3	164	
1442	10143054	3	164	
1443	10143055	3	164	
1444	10143056	3	164	
1445	10143057	3	164	
1446	10143058	3	164	
1447	10143059	3	164	
1448	10143060	3	164	
1449	10143061	3	164	
1450	10143062	3	164	
1451	10143063	3	164	
1452	10143064	3	164	
1453	10143065	3	165	
1454	10143066	3	165	
1455	10143067	3	165	
1456	10143068	3	165	
1457	10143069	3	165	
1458	10143070	3	165	
1459	10143071	3	165	
1460	10143072	3	165	
1461	10143073	3	165	
1462	10143074	3	165	
1463	10143075	3	165	
1464	10143076	3	165	
1465	10143077	3	165	
1466	10143078	3	165	
1467	10143079	3	165	
1468	10143080	3	165	
1469	10143081	3	165	
1470	10143082	3	165	
1471	10143083	3	165	
1472	10143084	3	165	
1473	10142985	3	166	
1474	10142986	3	166	
1475	10142987	3	166	
1476	10142988	3	166	
1477	10142989	3	166	
1478	10142990	3	166	
1479	10142991	3	166	
1480	10142992	3	166	
1481	10142993	3	166	
1482	10142994	3	166	
1483	10142995	3	166	
1484	10142996	3	166	
1485	10142997	3	166	
1486	10142998	3	166	
1487	10142999	3	166	
1488	10143000	3	166	
1489	10143001	3	166	
1490	10143002	3	166	
1491	10143003	3	166	
1492	10143004	3	166	
1493	10143005	3	167	
1494	10143006	3	167	
1495	10143007	3	167	
1496	10143008	3	167	
1497	10143009	3	167	
1498	10143010	3	167	
1499	10143011	3	167	
1500	10143012	3	167	
1501	10143013	3	167	
1502	10143014	3	167	
1503	10143015	3	167	
1504	10143016	3	167	
1505	10143017	3	167	
1506	10143018	3	167	
1507	10143019	3	167	
1508	10143020	3	167	
1509	10143021	3	167	
1510	10143022	3	167	
1511	10143023	3	167	
1512	10143024	3	167	
1513	10143085	3	47	
