INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
TransId	源场景名称	原场景ID	传送NPC名	INT	POSX	POSZ	INT	INT	INT	INT	TARSCENE	STRING	NeedLevel	TARPOSX	TARPOSZ
285	洛阳	0	云涵儿	148	182	155	-1	-1	-1	-1	158	圣兽山	21	233	225	
286	大理	2	赵天师	139	160	156	-1	-1	-1	-1	50	小木人巷	9	82	76	
287	玄武岛	39	传送点	0	290	60	-1	-1	-1	-1	158	圣兽山	21	235	230	
288	大理	2	海风子	28	163	136	-1	-1	-1	-1	16	门派-星宿	10	99	150	
289	大理	2	澹台子羽	26	163	129	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
290	大理	2	慧易	25	156	132	-1	-1	-1	-1	9	门派-少林	10	93	132	
291	大理	2	程青霜	62	163	139	-1	-1	-1	-1	17	门派-天山	10	90	120	
292	大理	2	破贪	95	163	132	-1	-1	-1	-1	13	门派-天龙	10	99	120	
293	大理	2	路三娘	64	156	139	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
294	大理	2	张获	30	156	129	-1	-1	-1	-1	12	门派-武当	10	101	136	
295	大理	2	石宝	29	163	143	-1	-1	-1	-1	11	门派-明教	10	102	167	
296	大理	2	简宁	27	156	136	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
297	玄武岛	39	云决决	260	107	87	893053	-1	-1	-1	40	玄武岛裂隙	40	243	147	
298	洛阳	0	汪旱	184	230	129	128	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
299	洛阳	0	吴德昌	86	139	182	82	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
300	苏州	1	邓茂	152	239	128	1081	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
301	苏州	1	李乘风	25	111	160	1028	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
302	大理	2	崔逢九	0	241	136	2026	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
303	少林寺	9	慧轮	11	93	132	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
304	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
305	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
306	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
307	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
308	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
309	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
310	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
311	天山	17	乌老大	7	90	120	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
312	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
313	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
314	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	0	洛阳	10	139	182	
315	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
316	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	1	苏州	10	111	160	
317	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
318	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	2	大理	10	241	136	
319	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	16	门派-星宿	10	99	150	
320	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
321	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	9	门派-少林	10	93	132	
322	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	17	门派-天山	10	90	120	
323	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	13	门派-天龙	10	99	120	
324	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
325	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	12	门派-武当	10	101	136	
326	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	11	门派-明教	10	102	167	
327	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
328	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
329	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	39	玄武岛	10	109	25	
330	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
331	大理	2	王溪云	180	156	143	-1	-1	-1	-1	1283	门派-曼陀山庄	10	139	162	
332	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	420	束河古镇	20	202	211	
333	曼陀山庄	1283	幽草	9	143	159	-1	-1	-1	-1	186	楼兰	75	285	130	
334	雁南正南	100000	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
335	雁北正西	100001	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
336	西湖正西	100002	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
337	龙泉正北	100003	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
338	苍山正西	100004	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
339	洱海正西	100005	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
340	草原正西	100006	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
341	辽西西北	100007	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
342	武夷正西	100008	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
343	梅岭西北	100009	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
344	石林正南	100010	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
345	玉溪西南	100011	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
346	长白山西北	100012	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
347	黄龙府西北	100013	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
348	南海正北	100014	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
349	琼州正西	100015	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
350	南诏西南	100016	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
351	苗疆正东	100017	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
352	雁南正南	100018	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
353	雁北正西	100019	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
354	西湖正西	100020	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
355	龙泉正北	100021	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
356	苍山正西	100022	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
357	洱海正西	100023	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
358	草原正西	100024	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
359	辽西西北	100025	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
360	武夷正西	100026	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
361	梅岭西北	100027	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
362	石林正南	100028	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
363	玉溪西南	100029	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
364	长白山西北	100030	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
365	黄龙府西北	100031	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
366	南海正北	100032	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
367	琼州正西	100033	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
368	南诏西南	100034	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
369	苗疆正东	100035	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
370	雁南正南	100036	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
371	雁北正西	100037	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
372	西湖正西	100038	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
373	龙泉正北	100039	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
374	苍山正西	100040	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
375	洱海正西	100041	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
376	草原正西	100042	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
377	辽西西北	100043	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
378	武夷正西	100044	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
379	梅岭西北	100045	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
380	石林正南	100046	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
381	玉溪西南	100047	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
382	长白山西北	100048	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
383	黄龙府西北	100049	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
384	南海正北	100050	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
385	琼州正西	100051	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
386	南诏西南	100052	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
387	苗疆正东	100053	郑无名	2	99	54	-1	-1	-1	-1	2	大理	10	181	120	
388	雁南正南	100000	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
389	雁北正西	100001	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
390	西湖正西	100002	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
391	龙泉正北	100003	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
392	苍山正西	100004	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
393	洱海正西	100005	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
394	草原正西	100006	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
395	辽西西北	100007	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
396	武夷正西	100008	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
397	梅岭西北	100009	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
398	石林正南	100010	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
399	玉溪西南	100011	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
400	长白山西北	100012	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
401	黄龙府西北	100013	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
402	南海正北	100014	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
403	琼州正西	100015	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
404	南诏西南	100016	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
405	苗疆正东	100017	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
406	雁南正南	100018	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
407	雁北正西	100019	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
408	西湖正西	100020	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
409	龙泉正北	100021	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
410	苍山正西	100022	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
411	洱海正西	100023	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
412	草原正西	100024	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
413	辽西西北	100025	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
414	武夷正西	100026	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
415	梅岭西北	100027	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
416	石林正南	100028	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
417	玉溪西南	100029	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
418	长白山西北	100030	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
419	黄龙府西北	100031	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
420	南海正北	100032	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
421	琼州正西	100033	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
422	南诏西南	100034	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
423	苗疆正东	100035	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
424	雁南正南	100036	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
425	雁北正西	100037	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
426	西湖正西	100038	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
427	龙泉正北	100039	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
428	苍山正西	100040	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
429	洱海正西	100041	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
430	草原正西	100042	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
431	辽西西北	100043	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
432	武夷正西	100044	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
433	梅岭西北	100045	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
434	石林正南	100046	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
435	玉溪西南	100047	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
436	长白山西北	100048	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
437	黄龙府西北	100049	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
438	南海正北	100050	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
439	琼州正西	100051	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
440	南诏西南	100052	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
441	苗疆正东	100053	郑无名	2	99	54	-1	-1	-1	-1	0	洛阳	10	144	98	
442	雁南正南	100000	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
443	雁北正西	100001	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
444	西湖正西	100002	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
445	龙泉正北	100003	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
446	苍山正西	100004	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
447	洱海正西	100005	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
448	草原正西	100006	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
449	辽西西北	100007	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
450	武夷正西	100008	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
451	梅岭西北	100009	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
452	石林正南	100010	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
453	玉溪西南	100011	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
454	长白山西北	100012	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
455	黄龙府西北	100013	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
456	南海正北	100014	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
457	琼州正西	100015	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
458	南诏西南	100016	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
459	苗疆正东	100017	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
460	雁南正南	100018	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
461	雁北正西	100019	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
462	西湖正西	100020	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
463	龙泉正北	100021	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
464	苍山正西	100022	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
465	洱海正西	100023	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
466	草原正西	100024	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
467	辽西西北	100025	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
468	武夷正西	100026	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
469	梅岭西北	100027	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
470	石林正南	100028	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
471	玉溪西南	100029	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
472	长白山西北	100030	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
473	黄龙府西北	100031	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
474	南海正北	100032	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
475	琼州正西	100033	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
476	南诏西南	100034	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
477	苗疆正东	100035	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
478	雁南正南	100036	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
479	雁北正西	100037	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
480	西湖正西	100038	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
481	龙泉正北	100039	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
482	苍山正西	100040	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
483	洱海正西	100041	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
484	草原正西	100042	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
485	辽西西北	100043	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
486	武夷正西	100044	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
487	梅岭西北	100045	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
488	石林正南	100046	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
489	玉溪西南	100047	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
490	长白山西北	100048	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
491	黄龙府西北	100049	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
492	南海正北	100050	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
493	琼州正西	100051	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
494	南诏西南	100052	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
495	苗疆正东	100053	郑无名	2	99	54	-1	-1	-1	-1	1	苏州	10	224	185	
496	雁南正南	100000	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
497	雁北正西	100001	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
498	西湖正西	100002	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
499	龙泉正北	100003	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
500	苍山正西	100004	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
501	洱海正西	100005	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
502	草原正西	100006	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
503	辽西西北	100007	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
504	武夷正西	100008	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
505	梅岭西北	100009	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
506	石林正南	100010	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
507	玉溪西南	100011	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
508	长白山西北	100012	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
509	黄龙府西北	100013	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
510	南海正北	100014	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
511	琼州正西	100015	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
512	南诏西南	100016	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
513	苗疆正东	100017	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
514	雁南正南	100018	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
515	雁北正西	100019	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
516	西湖正西	100020	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
517	龙泉正北	100021	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
518	苍山正西	100022	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
519	洱海正西	100023	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
520	草原正西	100024	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
521	辽西西北	100025	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
522	武夷正西	100026	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
523	梅岭西北	100027	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
524	石林正南	100028	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
525	玉溪西南	100029	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
526	长白山西北	100030	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
527	黄龙府西北	100031	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
528	南海正北	100032	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
529	琼州正西	100033	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
530	南诏西南	100034	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
531	苗疆正东	100035	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
532	雁南正南	100036	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
533	雁北正西	100037	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
534	西湖正西	100038	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
535	龙泉正北	100039	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
536	苍山正西	100040	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
537	洱海正西	100041	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
538	草原正西	100042	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
539	辽西西北	100043	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
540	武夷正西	100044	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
541	梅岭西北	100045	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
542	石林正南	100046	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
543	玉溪西南	100047	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
544	长白山西北	100048	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
545	黄龙府西北	100049	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
546	南海正北	100050	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
547	琼州正西	100051	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
548	南诏西南	100052	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
549	苗疆正东	100053	郑无名	2	99	54	-1	-1	-1	-1	186	楼兰	75	188	130	
550	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100000	雁南正南	10	99	149	
551	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100001	雁北正西	10	99	149	
552	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100002	西湖正西	10	99	149	
553	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100003	龙泉正北	10	99	149	
554	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100004	苍山正西	10	99	149	
555	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100005	洱海正西	10	99	149	
556	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100006	草原正西	10	99	149	
557	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100007	辽西西北	10	99	149	
558	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100008	武夷正西	10	99	149	
559	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100009	梅岭西北	10	99	149	
560	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100010	石林正南	10	99	149	
561	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100011	玉溪西南	10	99	149	
562	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100012	长白山西北	10	99	149	
563	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100013	黄龙府西北	10	99	149	
564	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100014	南海正北	10	99	149	
565	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100015	琼州正西	10	99	149	
566	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100016	南诏西南	10	99	149	
567	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100017	苗疆正东	10	99	149	
568	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100018	雁南正南	10	99	149	
569	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100019	雁北正西	10	99	149	
570	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100020	西湖正西	10	99	149	
571	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100021	龙泉正北	10	99	149	
572	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100022	苍山正西	10	99	149	
573	大理	2	范纯礼	163	182	118	-1	-1	-1	-1	100023	洱海正西	10	99	149	
