INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
ID	类型(策划分类用)	名称$1$	描述$1$	逻辑类型(程序用)	等级	时间	注释	阅历值	称号来源	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	预留
176	12	玉龙侠士	峨嵋高级男弟子。	21	3	-1	师门贡献	1	峨嵋男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
177	12	峨嵋仙人	峨嵋资深男弟子。	21	4	-1	师门贡献	1	峨嵋男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
178	12	峨嵋侠女	峨嵋初级女弟子。	21	1	-1	师门贡献	1	峨嵋女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
179	12	明月居士	峨嵋中级女弟子。	21	2	-1	师门贡献	1	峨嵋女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
180	12	金凤侠女	峨嵋高级女弟子。	21	3	-1	师门贡献	1	峨嵋女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
181	12	峨嵋仙子	峨嵋资深女弟子。	21	4	-1	师门贡献	1	峨嵋女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
182	12	星宿侠士	星宿初级男弟子。	21	1	-1	师门贡献	1	星宿男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
183	12	行瘟郎君	星宿中级男弟子。	21	2	-1	师门贡献	1	星宿男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
184	12	催命判官	星宿高级男弟子。	21	3	-1	师门贡献	1	星宿男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
185	12	毒手医仙	星宿资深男弟子。	21	4	-1	师门贡献	1	星宿男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
186	12	星宿侠女	星宿初级女弟子。	21	1	-1	师门贡献	1	星宿女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
187	12	行瘟娘子	星宿中级女弟子。	21	2	-1	师门贡献	1	星宿女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
188	12	夺命夜叉	星宿高级女弟子。	21	3	-1	师门贡献	1	星宿女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
189	12	毒手药王	星宿资深女弟子。	21	4	-1	师门贡献	1	星宿女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
190	12	天龙侠士	天龙初级男弟子。	21	1	-1	师门贡献	1	天龙男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
191	12	藏经侠士	天龙中级男弟子。	21	2	-1	师门贡献	1	天龙男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
192	12	崇圣天师	天龙高级男弟子。	21	3	-1	师门贡献	1	天龙男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
193	12	天南龙王	天龙资深男弟子。	21	4	-1	师门贡献	1	天龙男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
194	12	天龙侠女	天龙初级女弟子。	21	1	-1	师门贡献	1	天龙女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
195	12	藏经侠女	天龙中级女弟子。	21	2	-1	师门贡献	1	天龙女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
196	12	崇圣天女	天龙高级女弟子。	21	3	-1	师门贡献	1	天龙女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
197	12	天南龙女	天龙资深女弟子。	21	4	-1	师门贡献	1	天龙女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
198	12	天山侠士	天山初级男弟子。	21	1	-1	师门贡献	1	天山男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
199	12	阳天部众	天山中级男弟子。	21	2	-1	师门贡献	1	天山男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
200	12	天山苍鹰	天山高级男弟子。	21	3	-1	师门贡献	1	天山男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
201	12	混元山神	天山资深男弟子。	21	4	-1	师门贡献	1	天山男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
202	12	天山侠女	天山初级女弟子。	21	1	-1	师门贡献	1	天山女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
203	12	昊天部众	天山中级女弟子。	21	2	-1	师门贡献	1	天山女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
204	12	天山雪雕	天山高级女弟子。	21	3	-1	师门贡献	1	天山女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
205	12	混元花神	天山资深女弟子。	21	4	-1	师门贡献	1	天山女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
206	12	逍遥侠士	逍遥初级男弟子。	21	1	-1	师门贡献	1	逍遥男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
207	12	抚琴居士	逍遥中级男弟子。	21	2	-1	师门贡献	1	逍遥男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
208	12	洛神侠士	逍遥高级男弟子。	21	3	-1	师门贡献	1	逍遥男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
209	12	逍遥神龙	逍遥资深男弟子。	21	4	-1	师门贡献	1	逍遥男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
210	12	逍遥侠女	逍遥初级女弟子。	21	1	-1	师门贡献	1	逍遥女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
211	12	莳花居士	逍遥中级女弟子。	21	2	-1	师门贡献	1	逍遥女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
212	12	凌波侠女	逍遥高级女弟子。	21	3	-1	师门贡献	1	逍遥女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
213	12	逍遥圣女	逍遥资深女弟子。	21	4	-1	师门贡献	1	逍遥女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
214	13	初级师傅	初为人师，与徒弟共同进步。#r可收2名徒弟	28	1	-1	师德等级	1	第一次收徒时，即可获得该称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
215	13	中级师傅	为人师表，兢兢业业。#r可收3名徒弟	28	2	-1	师德等级	1	师德值达到6000点后可以领取该称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
216	13	高级师傅	为人师表，声名远播。#r可收5名徒弟	28	3	-1	师德等级	1	师德值达到12000点后可以领取该称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
217	13	一代名师	一代名师，桃李满天下。#r可收8名徒弟	28	4	-1	师德等级	1	师德值达到20000点后可以领取该称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
218	14	_JIEBAI_	义结金兰，生死与共！	24	1	-1	结拜	1	结拜称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
219	15	$N帮众	帮派普通成员。	23	1	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
220	15	$N精英	帮派精英成员。	23	2	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
221	15	$N商人	帮派跑商负责人。	23	3	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
222	15	$N内务使	帮派内务负责人。	23	4	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
223	15	$N工务使	帮派工农业负责人。	23	5	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
224	15	$N弘化使	帮派发展负责人。	23	6	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
225	15	$N副帮主	帮派副帮主，帮主的得力助手。	23	7	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
226	15	$N帮主	帮会老大，帮派的最高管理者。	23	8	-1	帮派(不是通过称号)	1	帮会职位称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
227	16	情圣	诉情谊花语，汇天下风流。	19	1	-1	999朵玫瑰,男	1	送出或收到999朵玫瑰的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
228	16	玫瑰仙子	诉情谊花语，汇天下风流。	19	1	-1	999朵玫瑰,女	1	送出或收到999朵玫瑰的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
229	17	剿匪义士	响应朝庭号召之剿匪义士。	30	1	-1	钱宏宇称号	1	与钱宏宇的关系达到1000~1999点时获得的称号（每完成一次3环得到10点）。	48	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
230	17	破匪侠士	响应朝庭号召之破匪侠士。	30	2	-1	钱宏宇称号	1	与钱宏宇的关系达到2000~3999点时获得的称号（每完成一次3环得到10点）。	48	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
231	17	镇匪英侠	响应朝庭号召之镇匪英侠。	30	3	-1	钱宏宇称号	1	与钱宏宇的关系达到4000~6499点时获得的称号（每完成一次3环得到10点）。	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
232	17	天下匪见愁	令天下群匪闻之丧胆之匪见愁。	30	4	-1	钱宏宇称号	1	与钱宏宇的关系达到6500~9999点时获得的称号（每完成一次3环得到10点）。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
233	18	行者无双	读万卷书，行万里路，天下无双！	31	1	-1	英雄任务	1	英雄任务称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
234	18	寂寞高手	武林高手，独来独往，问鼎江湖！	32	2	-1	英雄任务	1	英雄任务称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
235	18	无敌侠客	侠肝义胆，天下无敌，只求一败！	33	3	-1	英雄任务	1	英雄任务称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
236	18	盖世英雄	英雄盖世，名震寰宇，万古流芳！	34	4	-1	英雄任务	1	英雄任务称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
237	19	剿匪游击将军	泠然出一式，剑影映水光。拥有令镜湖水匪头领如坐针毡之威势。	35	1	-1	镜湖剿匪	1	剿灭镜湖水匪头领六名后获得的称号。	48	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
238	19	剿匪破虏将军	泠然出一式，剑影映水光。拥有令镜湖水匪头领心生怯意之威势。	35	2	-1	镜湖剿匪	1	剿灭镜湖水匪头领十八名后获得的称号。	48	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
239	19	剿匪车骑将军	泠然出一式，剑影映水光。拥有令镜湖水匪头领闻风丧胆之威势。	35	3	-1	镜湖剿匪	1	剿灭镜湖水匪头领五十名后获得的称号。	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
240	19	剿匪大将军	泠然出一式，剑影映水光。拥有令镜湖水匪头领不战而降之威势。	35	4	-1	镜湖剿匪	1	剿灭镜湖水匪头领百名后获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
241	20	极品飞毛腿	在龟兔赛跑活动中获得前3名的英雄。	37	1	168	龟兔赛跑	0	活动称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
242	21	$N★关内侯	帮会低级爵位，张辽曾赐爵关内侯。	38	1	-1	帮派贡献度称号	1	帮会贡献度达到250获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
243	21	$N★亭侯	帮会低级爵位，关羽曾赐爵汉寿亭侯。	38	2	-1	帮派贡献度称号	1	帮会贡献度达到750获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
244	21	$N★乡侯	帮会中级爵位，司马懿曾赐爵安国乡侯。	38	3	-1	帮派贡献度称号	1	帮会贡献度达到1500获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
245	21	$N★县侯	帮会中级爵位，诸葛亮曾赐爵武乡县侯。	38	4	-1	帮派贡献度称号	1	帮会贡献度达到3000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
246	21	$N★郡侯	帮会中级爵位，羊祜曾赐爵南城郡侯。	38	5	-1	帮派贡献度称号	1	帮会贡献度达到7500获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
247	21	$N★县公	帮会高级爵位，刘禅曾赐爵安乐县公。	38	6	-1	帮派贡献度称号	1	帮会贡献度达到15000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
248	21	$N★郡公	帮会高级爵位，孙权曾赐爵吴郡郡公。	38	7	-1	帮派贡献度称号	1	帮会贡献度达到30000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
249	21	$N★国公	帮会高级爵位，司马昭曾赐爵晋国公。	38	8	-1	帮派贡献度称号	1	帮会贡献度达到60000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
250	21	$N★郡王	帮会超级爵位，刘备曾赐爵汉中王。	38	9	-1	帮派贡献度称号	1	帮会贡献度达到125000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
251	21	$N★亲王	帮会超级爵位，曹操曾赐爵魏王。	38	10	-1	帮派贡献度称号	1	帮会贡献度达到250000获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
252	22	连斩狂客	百步斩，今扬名。	39	1	168	帮战获得的称号	1	一次帮会征讨中杀人次数最多获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
253	22	超级旗手	迎朔风，夺旌旗。	40	1	168	帮战获得的称号	1	一次帮会征讨中占领旗帜最多获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
254	22	搜宝专家	蓄粮草，定胜负。	41	1	168	帮战获得的称号	1	一次帮会征讨中采集资源最多获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
255	23	洛阳城主	凭借强大实力占据了洛阳城才具有的光荣称号。	42	1	-1	洛阳NPC周然处领取的城市称号	0	占据洛阳城后给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
256	24	缥缈之锋芒初现	牛刀小试，锋芒初现！	43	1	-1	挑战缥缈峰获得的称号	1	获得1个缥缈玄符后兑换的称号。	0	361	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
257	24	缥缈之豪情无双	长剑出鞘，豪情无双！	43	2	-1	挑战缥缈峰获得的称号	1	在之前的基础上获得15个缥缈玄符后兑换的称号。	0	705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
258	24	缥缈之战无不胜	攻无不克，战无不胜！	43	3	-1	挑战缥缈峰获得的称号	1	在之前的基础上获得45个缥缈玄符后兑换的称号。	0	1033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
