INT	INT	INT	INT	INT
nIndex	旧外观ID	幻化外观	金币	预留数据
7988	7988	25431	990000	0	
7989	7989	25431	990000	0	
7991	7991	-1	100000	0	
7992	7992	-1	100000	0	
7999	7999	-1	100000	0	
8001	8001	-1	500000	0	
8002	8002	-1	500000	0	
8003	8003	-1	500000	0	
8009	8009	-1	500000	0	
8011	8011	-1	600000	0	
8012	8012	-1	600000	0	
8013	8013	-1	600000	0	
8014	8014	-1	600000	0	
8019	8019	-1	600000	0	
8021	8021	-1	700000	0	
8022	8022	-1	700000	0	
8023	8023	-1	700000	0	
8024	8024	-1	700000	0	
8025	8025	-1	700000	0	
8029	8029	-1	700000	0	
8031	8031	-1	800000	0	
8032	8032	-1	800000	0	
8033	8033	-1	800000	0	
8034	8034	-1	800000	0	
8035	8035	-1	800000	0	
8036	8036	-1	800000	0	
8039	8039	-1	800000	0	
8041	8041	25111	990000	0	
8042	8042	25111	990000	0	
8043	8043	25111	990000	0	
8044	8044	25111	990000	0	
8045	8045	25111	990000	0	
8046	8046	25111	990000	0	
8047	8047	25111	990000	0	
8049	8049	25111	990000	0	
8051	8051	25441	990000	0	
8052	8052	25441	990000	0	
8053	8053	25441	990000	0	
8054	8054	25441	990000	0	
8055	8055	25441	990000	0	
8056	8056	25441	990000	0	
8057	8057	25441	990000	0	
8058	8058	25441	990000	0	
8059	8059	25441	990000	0	
8061	8061	-1	100000	0	
8062	8062	-1	100000	0	
8069	8069	-1	100000	0	
8071	8071	-1	500000	0	
8072	8072	-1	500000	0	
8073	8073	-1	500000	0	
8079	8079	-1	500000	0	
8081	8081	-1	600000	0	
8082	8082	-1	600000	0	
8083	8083	-1	600000	0	
8084	8084	-1	600000	0	
8089	8089	-1	600000	0	
8091	8091	-1	700000	0	
8092	8092	-1	700000	0	
8093	8093	-1	700000	0	
8094	8094	-1	700000	0	
8095	8095	-1	700000	0	
8099	8099	-1	700000	0	
8101	8101	-1	800000	0	
8102	8102	-1	800000	0	
8103	8103	-1	800000	0	
8104	8104	-1	800000	0	
8105	8105	-1	800000	0	
8106	8106	-1	800000	0	
8109	8109	-1	800000	0	
8111	8111	25121	990000	0	
8112	8112	25121	990000	0	
8113	8113	25121	990000	0	
8114	8114	25121	990000	0	
8115	8115	25121	990000	0	
8116	8116	25121	990000	0	
8117	8117	25121	990000	0	
8119	8119	25121	990000	0	
8121	8121	25451	990000	0	
8122	8122	25451	990000	0	
8123	8123	25451	990000	0	
8124	8124	25451	990000	0	
8125	8125	25451	990000	0	
8126	8126	25451	990000	0	
8127	8127	25451	990000	0	
8128	8128	25451	990000	0	
8129	8129	25451	990000	0	
8131	8131	-1	100000	0	
8132	8132	-1	100000	0	
8139	8139	-1	100000	0	
8141	8141	-1	500000	0	
8142	8142	-1	500000	0	
8143	8143	-1	500000	0	
8149	8149	-1	500000	0	
8151	8151	-1	600000	0	
8152	8152	-1	600000	0	
8153	8153	-1	600000	0	
8154	8154	-1	600000	0	
8159	8159	-1	600000	0	
8161	8161	-1	700000	0	
8162	8162	-1	700000	0	
8163	8163	-1	700000	0	
8164	8164	-1	700000	0	
8165	8165	-1	700000	0	
8169	8169	-1	700000	0	
8171	8171	-1	800000	0	
8172	8172	-1	800000	0	
8173	8173	-1	800000	0	
8174	8174	-1	800000	0	
8175	8175	-1	800000	0	
8176	8176	-1	800000	0	
8179	8179	-1	800000	0	
8181	8181	25131	990000	0	
8182	8182	25131	990000	0	
8183	8183	25131	990000	0	
8184	8184	25131	990000	0	
8185	8185	25131	990000	0	
8186	8186	25131	990000	0	
8187	8187	25131	990000	0	
8189	8189	25131	990000	0	
8191	8191	25461	990000	0	
8192	8192	25461	990000	0	
8193	8193	25461	990000	0	
8194	8194	25461	990000	0	
8195	8195	25461	990000	0	
8196	8196	25461	990000	0	
8197	8197	25461	990000	0	
8198	8198	25461	990000	0	
8199	8199	25461	990000	0	
8201	8201	-1	100000	0	
8202	8202	-1	100000	0	
8209	8209	-1	100000	0	
8211	8211	-1	500000	0	
8212	8212	-1	500000	0	
8213	8213	-1	500000	0	
8219	8219	-1	500000	0	
8221	8221	-1	600000	0	
8222	8222	-1	600000	0	
8223	8223	-1	600000	0	
8224	8224	-1	600000	0	
8229	8229	-1	600000	0	
8231	8231	-1	700000	0	
8232	8232	-1	700000	0	
8233	8233	-1	700000	0	
8234	8234	-1	700000	0	
8235	8235	-1	700000	0	
8239	8239	-1	700000	0	
8241	8241	-1	800000	0	
8242	8242	-1	800000	0	
8243	8243	-1	800000	0	
8244	8244	-1	800000	0	
8245	8245	-1	800000	0	
8246	8246	-1	800000	0	
8249	8249	-1	800000	0	
8251	8251	25141	990000	0	
8252	8252	25141	990000	0	
8253	8253	25141	990000	0	
8254	8254	25141	990000	0	
8255	8255	25141	990000	0	
8256	8256	25141	990000	0	
8257	8257	25141	990000	0	
8259	8259	25141	990000	0	
8261	8261	25471	990000	0	
8262	8262	25471	990000	0	
8263	8263	25471	990000	0	
8264	8264	25471	990000	0	
8265	8265	25471	990000	0	
8266	8266	25471	990000	0	
8267	8267	25471	990000	0	
8268	8268	25471	990000	0	
8269	8269	25471	990000	0	
8271	8271	-1	100000	0	
8272	8272	-1	100000	0	
8279	8279	-1	100000	0	
8281	8281	-1	500000	0	
8282	8282	-1	500000	0	
8283	8283	-1	500000	0	
8289	8289	-1	500000	0	
8291	8291	-1	600000	0	
8292	8292	-1	600000	0	
8293	8293	-1	600000	0	
8294	8294	-1	600000	0	
8299	8299	-1	600000	0	
8301	8301	-1	700000	0	
8302	8302	-1	700000	0	
8303	8303	-1	700000	0	
8304	8304	-1	700000	0	
8305	8305	-1	700000	0	
8309	8309	-1	700000	0	
8311	8311	-1	800000	0	
8312	8312	-1	800000	0	
8313	8313	-1	800000	0	
8314	8314	-1	800000	0	
8315	8315	-1	800000	0	
8316	8316	-1	800000	0	
8319	8319	-1	800000	0	
8321	8321	25151	990000	0	
8322	8322	25151	990000	0	
8323	8323	25151	990000	0	
8324	8324	25151	990000	0	
8325	8325	25151	990000	0	
8326	8326	25151	990000	0	
8327	8327	25151	990000	0	
8329	8329	25151	990000	0	
8331	8331	25481	990000	0	
8332	8332	25481	990000	0	
8333	8333	25481	990000	0	
8334	8334	25481	990000	0	
8335	8335	25481	990000	0	
8336	8336	25481	990000	0	
8337	8337	25481	990000	0	
8338	8338	25481	990000	0	
8339	8339	25481	990000	0	
8341	8341	-1	100000	0	
8342	8342	-1	100000	0	
8349	8349	-1	100000	0	
8351	8351	-1	500000	0	
8352	8352	-1	500000	0	
8353	8353	-1	500000	0	
8359	8359	-1	500000	0	
8361	8361	-1	600000	0	
8362	8362	-1	600000	0	
8363	8363	-1	600000	0	
8364	8364	-1	600000	0	
8369	8369	-1	600000	0	
8371	8371	-1	700000	0	
8372	8372	-1	700000	0	
8373	8373	-1	700000	0	
8374	8374	-1	700000	0	
8375	8375	-1	700000	0	
8379	8379	-1	700000	0	
8381	8381	-1	800000	0	
8382	8382	-1	800000	0	
8383	8383	-1	800000	0	
8384	8384	-1	800000	0	
8385	8385	-1	800000	0	
8386	8386	-1	800000	0	
8389	8389	-1	800000	0	
8391	8391	25161	990000	0	
8392	8392	25161	990000	0	
8393	8393	25161	990000	0	
8394	8394	25161	990000	0	
8395	8395	25161	990000	0	
8396	8396	25161	990000	0	
8397	8397	25161	990000	0	
8399	8399	25161	990000	0	
8401	8401	25491	990000	0	
8402	8402	25491	990000	0	
8403	8403	25491	990000	0	
8404	8404	25491	990000	0	
8405	8405	25491	990000	0	
8406	8406	25491	990000	0	
8407	8407	25491	990000	0	
8408	8408	25491	990000	0	
8409	8409	25491	990000	0	
8411	8411	-1	100000	0	
8412	8412	-1	100000	0	
8419	8419	-1	100000	0	
8421	8421	-1	500000	0	
8422	8422	-1	500000	0	
8423	8423	-1	500000	0	
8429	8429	-1	500000	0	
8431	8431	-1	600000	0	
8432	8432	-1	600000	0	
8433	8433	-1	600000	0	
8434	8434	-1	600000	0	
8439	8439	-1	600000	0	
8441	8441	-1	700000	0	
8442	8442	-1	700000	0	
8443	8443	-1	700000	0	
8444	8444	-1	700000	0	
8445	8445	-1	700000	0	
8449	8449	-1	700000	0	
8451	8451	-1	800000	0	
8452	8452	-1	800000	0	
8453	8453	-1	800000	0	
8454	8454	-1	800000	0	
8455	8455	-1	800000	0	
8456	8456	-1	800000	0	
8459	8459	-1	800000	0	
8461	8461	25171	990000	0	
8462	8462	25171	990000	0	
8463	8463	25171	990000	0	
8464	8464	25171	990000	0	
8465	8465	25171	990000	0	
8466	8466	25171	990000	0	
8467	8467	25171	990000	0	
8469	8469	25171	990000	0	
8471	8471	25501	990000	0	
8472	8472	25501	990000	0	
8473	8473	25501	990000	0	
8474	8474	25501	990000	0	
8475	8475	25501	990000	0	
8476	8476	25501	990000	0	
8477	8477	25501	990000	0	
8478	8478	25501	990000	0	
8479	8479	25501	990000	0	
8481	8481	-1	100000	0	
8482	8482	-1	100000	0	
8489	8489	-1	100000	0	
8491	8491	-1	500000	0	
8492	8492	-1	500000	0	
8493	8493	-1	500000	0	
8499	8499	-1	500000	0	
8501	8501	-1	600000	0	
8502	8502	-1	600000	0	
8503	8503	-1	600000	0	
8504	8504	-1	600000	0	
8509	8509	-1	600000	0	
8511	8511	-1	700000	0	
8512	8512	-1	700000	0	
8513	8513	-1	700000	0	
8514	8514	-1	700000	0	
8515	8515	-1	700000	0	
8519	8519	-1	700000	0	
8521	8521	-1	800000	0	
8522	8522	-1	800000	0	
8523	8523	-1	800000	0	
8524	8524	-1	800000	0	
8525	8525	-1	800000	0	
8526	8526	-1	800000	0	
8529	8529	-1	800000	0	
8531	8531	25181	990000	0	
8532	8532	25181	990000	0	
8533	8533	25181	990000	0	
8534	8534	25181	990000	0	
8535	8535	25181	990000	0	
8536	8536	25181	990000	0	
8537	8537	25181	990000	0	
8539	8539	25181	990000	0	
8541	8541	25511	990000	0	
8542	8542	25511	990000	0	
8543	8543	25511	990000	0	
8544	8544	25511	990000	0	
8545	8545	25511	990000	0	
8546	8546	25511	990000	0	
8547	8547	25511	990000	0	
8548	8548	25511	990000	0	
8549	8549	25511	990000	0	
8561	8561	-1	100000	0	
8562	8562	-1	100000	0	
8569	8569	-1	100000	0	
8571	8571	-1	500000	0	
8572	8572	-1	500000	0	
8573	8573	-1	500000	0	
8579	8579	-1	500000	0	
8581	8581	-1	600000	0	
8582	8582	-1	600000	0	
8583	8583	-1	600000	0	
8584	8584	-1	600000	0	
8589	8589	-1	600000	0	
8591	8591	-1	700000	0	
8592	8592	-1	700000	0	
8593	8593	-1	700000	0	
8594	8594	-1	700000	0	
8595	8595	-1	700000	0	
8599	8599	-1	700000	0	
8601	8601	-1	800000	0	
8602	8602	-1	800000	0	
8603	8603	-1	800000	0	
8604	8604	-1	800000	0	
8605	8605	-1	800000	0	
8606	8606	-1	800000	0	
8609	8609	-1	800000	0	
8611	8611	25191	990000	0	
8612	8612	25191	990000	0	
8613	8613	25191	990000	0	
8614	8614	25191	990000	0	
8615	8615	25191	990000	0	
8616	8616	25191	990000	0	
8617	8617	25191	990000	0	
8619	8619	25191	990000	0	
8621	8621	25521	990000	0	
8622	8622	25521	990000	0	
8623	8623	25521	990000	0	
8624	8624	25521	990000	0	
8625	8625	25521	990000	0	
8626	8626	25521	990000	0	
8627	8627	25521	990000	0	
8628	8628	25521	990000	0	
8629	8629	25521	990000	0	
8631	8631	-1	600000	0	
8632	8632	-1	600000	0	
8633	8633	-1	600000	0	
8634	8634	-1	600000	0	
8639	8639	-1	600000	0	
8641	8641	-1	800000	0	
8642	8642	-1	800000	0	
8643	8643	-1	800000	0	
8644	8644	-1	800000	0	
8645	8645	-1	800000	0	
8646	8646	-1	800000	0	
8649	8649	-1	800000	0	
8651	8651	-1	700000	0	
8652	8652	-1	700000	0	
8653	8653	-1	700000	0	
8654	8654	-1	700000	0	
8655	8655	-1	700000	0	
8659	8659	-1	700000	0	
8661	8661	-1	800000	0	
8662	8662	-1	800000	0	
8663	8663	-1	800000	0	
8664	8664	-1	800000	0	
8665	8665	-1	800000	0	
8666	8666	-1	800000	0	
8669	8669	-1	800000	0	
8671	8671	-1	700000	0	
8672	8672	-1	700000	0	
8673	8673	-1	700000	0	
8674	8674	-1	700000	0	
8675	8675	-1	700000	0	
8679	8679	-1	700000	0	
8681	8681	-1	800000	0	
8682	8682	-1	800000	0	
8683	8683	-1	800000	0	
8684	8684	-1	800000	0	
8685	8685	-1	800000	0	
8686	8686	-1	800000	0	
8689	8689	-1	800000	0	
8691	8691	25201	990000	0	
8692	8692	25201	990000	0	
8693	8693	25201	990000	0	
8694	8694	25201	990000	0	
8695	8695	25201	990000	0	
8696	8696	25201	990000	0	
8697	8697	25201	990000	0	
8699	8699	25201	990000	0	
8701	8701	-1	100000	0	
8702	8702	-1	100000	0	
8709	8709	-1	100000	0	
8711	8711	-1	500000	0	
8712	8712	-1	500000	0	
8713	8713	-1	500000	0	
8719	8719	-1	500000	0	
8721	8721	-1	600000	0	
8722	8722	-1	600000	0	
8723	8723	-1	600000	0	
8724	8724	-1	600000	0	
8729	8729	-1	600000	0	
8731	8731	25211	990000	0	
8732	8732	25211	990000	0	
8733	8733	25211	990000	0	
8734	8734	25211	990000	0	
8735	8735	25211	990000	0	
8736	8736	25211	990000	0	
8737	8737	25211	990000	0	
8739	8739	25211	990000	0	
8741	8741	-1	100000	0	
8742	8742	-1	100000	0	
8749	8749	-1	100000	0	
8751	8751	-1	500000	0	
8752	8752	-1	500000	0	
8753	8753	-1	500000	0	
8759	8759	-1	500000	0	
8761	8761	-1	600000	0	
8762	8762	-1	600000	0	
8763	8763	-1	600000	0	
8764	8764	-1	600000	0	
8769	8769	-1	600000	0	
8771	8771	-1	700000	0	
8772	8772	-1	700000	0	
8773	8773	-1	700000	0	
8774	8774	-1	700000	0	
8775	8775	-1	700000	0	
8779	8779	-1	700000	0	
8781	8781	-1	800000	0	
8782	8782	-1	800000	0	
8783	8783	-1	800000	0	
8784	8784	-1	800000	0	
8785	8785	-1	800000	0	
8786	8786	-1	800000	0	
8789	8789	-1	800000	0	
8791	8791	25221	990000	0	
8792	8792	25221	990000	0	
8793	8793	25221	990000	0	
8794	8794	25221	990000	0	
8795	8795	25221	990000	0	
8796	8796	25221	990000	0	
8797	8797	25221	990000	0	
8799	8799	25221	990000	0	
8801	8801	25531	990000	0	
8802	8802	25531	990000	0	
8803	8803	25531	990000	0	
8804	8804	25531	990000	0	
8805	8805	25531	990000	0	
8806	8806	25531	990000	0	
8807	8807	25531	990000	0	
8808	8808	25531	990000	0	
8809	8809	25531	990000	0	
8811	8811	-1	100000	0	
8812	8812	-1	100000	0	
8819	8819	-1	100000	0	
8821	8821	-1	500000	0	
8822	8822	-1	500000	0	
8823	8823	-1	500000	0	
8829	8829	-1	500000	0	
8831	8831	-1	600000	0	
8832	8832	-1	600000	0	
8833	8833	-1	600000	0	
8834	8834	-1	600000	0	
8839	8839	-1	600000	0	
8841	8841	-1	700000	0	
8842	8842	-1	700000	0	
8843	8843	-1	700000	0	
8844	8844	-1	700000	0	
8845	8845	-1	700000	0	
8849	8849	-1	700000	0	
8851	8851	-1	800000	0	
8852	8852	-1	800000	0	
8853	8853	-1	800000	0	
8854	8854	-1	800000	0	
8855	8855	-1	800000	0	
8856	8856	-1	800000	0	
8859	8859	-1	800000	0	
8861	8861	25231	990000	0	
8862	8862	25231	990000	0	
8863	8863	25231	990000	0	
8864	8864	25231	990000	0	
8865	8865	25231	990000	0	
8866	8866	25231	990000	0	
8867	8867	25231	990000	0	
8869	8869	25231	990000	0	
8871	8871	25541	990000	0	
8872	8872	25541	990000	0	
8873	8873	25541	990000	0	
8874	8874	25541	990000	0	
8875	8875	25541	990000	0	
8876	8876	25541	990000	0	
8877	8877	25541	990000	0	
8878	8878	25541	990000	0	
8879	8879	25541	990000	0	
8881	8881	-1	100000	0	
8882	8882	-1	100000	0	
8889	8889	-1	100000	0	
8891	8891	-1	500000	0	
8892	8892	-1	500000	0	
8893	8893	-1	500000	0	
8899	8899	-1	500000	0	
8901	8901	-1	600000	0	
8902	8902	-1	600000	0	
8903	8903	-1	600000	0	
8904	8904	-1	600000	0	
8909	8909	-1	600000	0	
8911	8911	-1	700000	0	
8912	8912	-1	700000	0	
8913	8913	-1	700000	0	
8914	8914	-1	700000	0	
8915	8915	-1	700000	0	
8919	8919	-1	700000	0	
8921	8921	-1	800000	0	
8922	8922	-1	800000	0	
8923	8923	-1	800000	0	
8924	8924	-1	800000	0	
8925	8925	-1	800000	0	
8926	8926	-1	800000	0	
8929	8929	-1	800000	0	
8931	8931	25241	990000	0	
8932	8932	25241	990000	0	
8933	8933	25241	990000	0	
8934	8934	25241	990000	0	
8935	8935	25241	990000	0	
8936	8936	25241	990000	0	
8937	8937	25241	990000	0	
8939	8939	25241	990000	0	
8941	8941	25551	990000	0	
8942	8942	25551	990000	0	
8943	8943	25551	990000	0	
8944	8944	25551	990000	0	
8945	8945	25551	990000	0	
8946	8946	25551	990000	0	
8947	8947	25551	990000	0	
8948	8948	25551	990000	0	
8949	8949	25551	990000	0	
8951	8951	-1	700000	0	
8952	8952	-1	700000	0	
8953	8953	-1	700000	0	
8954	8954	-1	700000	0	
8955	8955	-1	700000	0	
8959	8959	-1	700000	0	
8961	8961	-1	500000	0	
8962	8962	-1	500000	0	
8963	8963	-1	500000	0	
8969	8969	-1	500000	0	
8971	8971	-1	600000	0	
8972	8972	-1	600000	0	
8973	8973	-1	600000	0	
8974	8974	-1	600000	0	
8979	8979	-1	600000	0	
8981	8981	-1	700000	0	
8982	8982	-1	700000	0	
8983	8983	-1	700000	0	
8984	8984	-1	700000	0	
8985	8985	-1	700000	0	
8989	8989	-1	700000	0	
22001	22001	-1	100000	0	
22002	22002	-1	100000	0	
22009	22009	-1	100000	0	
22011	22011	-1	500000	0	
22012	22012	-1	500000	0	
22013	22013	-1	500000	0	
22019	22019	-1	500000	0	
22021	22021	-1	600000	0	
22022	22022	-1	600000	0	
22023	22023	-1	600000	0	
22024	22024	-1	600000	0	
22029	22029	-1	600000	0	
22031	22031	-1	700000	0	
22032	22032	-1	700000	0	
22033	22033	-1	700000	0	
22034	22034	-1	700000	0	
22035	22035	-1	700000	0	
22039	22039	-1	700000	0	
22041	22041	-1	800000	0	
22042	22042	-1	800000	0	
22043	22043	-1	800000	0	
22044	22044	-1	800000	0	
22045	22045	-1	800000	0	
22046	22046	-1	800000	0	
22049	22049	-1	800000	0	
22051	22051	25251	990000	0	
22052	22052	25251	990000	0	
22053	22053	25251	990000	0	
22054	22054	25251	990000	0	
22055	22055	25251	990000	0	
22056	22056	25251	990000	0	
22057	22057	25251	990000	0	
22059	22059	25251	990000	0	
22061	22061	25561	990000	0	
22062	22062	25561	990000	0	
22063	22063	25561	990000	0	
22064	22064	25561	990000	0	
22065	22065	25561	990000	0	
22066	22066	25561	990000	0	
22067	22067	25561	990000	0	
22068	22068	25561	990000	0	
22069	22069	25561	990000	0	
22071	22071	-1	100000	0	
22072	22072	-1	100000	0	
22079	22079	-1	100000	0	
22081	22081	-1	500000	0	
22082	22082	-1	500000	0	
22083	22083	-1	500000	0	
22089	22089	-1	500000	0	
22091	22091	-1	600000	0	
22092	22092	-1	600000	0	
22093	22093	-1	600000	0	
22094	22094	-1	600000	0	
22099	22099	-1	600000	0	
22101	22101	-1	700000	0	
22102	22102	-1	700000	0	
22103	22103	-1	700000	0	
22104	22104	-1	700000	0	
22105	22105	-1	700000	0	
22109	22109	-1	700000	0	
22111	22111	-1	800000	0	
22112	22112	-1	800000	0	
22113	22113	-1	800000	0	
22114	22114	-1	800000	0	
22115	22115	-1	800000	0	
22116	22116	-1	800000	0	
22119	22119	-1	800000	0	
22121	22121	25261	990000	0	
22122	22122	25261	990000	0	
22123	22123	25261	990000	0	
22124	22124	25261	990000	0	
22125	22125	25261	990000	0	
22126	22126	25261	990000	0	
22127	22127	25261	990000	0	
22129	22129	25261	990000	0	
22131	22131	25571	990000	0	
22132	22132	25571	990000	0	
22133	22133	25571	990000	0	
22134	22134	25571	990000	0	
22135	22135	25571	990000	0	
22136	22136	25571	990000	0	
22137	22137	25571	990000	0	
22138	22138	25571	990000	0	
22139	22139	25571	990000	0	
22201	22201	-1	800000	0	
22202	22202	-1	800000	0	
22203	22203	-1	800000	0	
22204	22204	-1	800000	0	
22205	22205	-1	800000	0	
22206	22206	-1	800000	0	
22209	22209	-1	800000	0	
22211	22211	-1	100000	0	
22212	22212	-1	100000	0	
22219	22219	-1	100000	0	
22221	22221	-1	500000	0	
22222	22222	-1	500000	0	
22223	22223	-1	500000	0	
22229	22229	-1	500000	0	
22231	22231	-1	600000	0	
22232	22232	-1	600000	0	
22233	22233	-1	600000	0	
22234	22234	-1	600000	0	
22239	22239	-1	600000	0	
22241	22241	-1	700000	0	
22242	22242	-1	700000	0	
22243	22243	-1	700000	0	
22244	22244	-1	700000	0	
22245	22245	-1	700000	0	
22249	22249	-1	700000	0	
22251	22251	-1	800000	0	
22252	22252	-1	800000	0	
22253	22253	-1	800000	0	
22254	22254	-1	800000	0	
22255	22255	-1	800000	0	
22256	22256	-1	800000	0	
22259	22259	-1	800000	0	
22261	22261	25271	990000	0	
22262	22262	25271	990000	0	
22263	22263	25271	990000	0	
22264	22264	25271	990000	0	
22265	22265	25271	990000	0	
22266	22266	25271	990000	0	
22267	22267	25271	990000	0	
22269	22269	25271	990000	0	
22271	22271	25581	990000	0	
22272	22272	25581	990000	0	
22273	22273	25581	990000	0	
22274	22274	25581	990000	0	
22275	22275	25581	990000	0	
22276	22276	25581	990000	0	
22277	22277	25581	990000	0	
22278	22278	25581	990000	0	
22279	22279	25581	990000	0	
22281	22281	-1	100000	0	
22282	22282	-1	100000	0	
22289	22289	-1	100000	0	
22291	22291	-1	500000	0	
22292	22292	-1	500000	0	
22293	22293	-1	500000	0	
22299	22299	-1	500000	0	
22301	22301	-1	600000	0	
22302	22302	-1	600000	0	
22303	22303	-1	600000	0	
22304	22304	-1	600000	0	
22309	22309	-1	600000	0	
22311	22311	-1	700000	0	
22312	22312	-1	700000	0	
22313	22313	-1	700000	0	
22314	22314	-1	700000	0	
22315	22315	-1	700000	0	
22319	22319	-1	700000	0	
22321	22321	-1	800000	0	
22322	22322	-1	800000	0	
22323	22323	-1	800000	0	
22324	22324	-1	800000	0	
22325	22325	-1	800000	0	
22326	22326	-1	800000	0	
22329	22329	-1	800000	0	
22331	22331	25281	990000	0	
22332	22332	25281	990000	0	
22333	22333	25281	990000	0	
22334	22334	25281	990000	0	
22335	22335	25281	990000	0	
22336	22336	25281	990000	0	
22337	22337	25281	990000	0	
22339	22339	25281	990000	0	
22341	22341	25591	990000	0	
22342	22342	25591	990000	0	
22343	22343	25591	990000	0	
22344	22344	25591	990000	0	
22345	22345	25591	990000	0	
22346	22346	25591	990000	0	
22347	22347	25591	990000	0	
22348	22348	25591	990000	0	
22349	22349	25591	990000	0	
22351	22351	-1	100000	0	
22352	22352	-1	100000	0	
22359	22359	-1	100000	0	
22361	22361	-1	500000	0	
22362	22362	-1	500000	0	
22363	22363	-1	500000	0	
22369	22369	-1	500000	0	
22371	22371	-1	600000	0	
22372	22372	-1	600000	0	
22373	22373	-1	600000	0	
22374	22374	-1	600000	0	
22379	22379	-1	600000	0	
22381	22381	-1	700000	0	
22382	22382	-1	700000	0	
22383	22383	-1	700000	0	
22384	22384	-1	700000	0	
22385	22385	-1	700000	0	
22389	22389	-1	700000	0	
22391	22391	-1	800000	0	
22392	22392	-1	800000	0	
22393	22393	-1	800000	0	
22394	22394	-1	800000	0	
22395	22395	-1	800000	0	
22396	22396	-1	800000	0	
22399	22399	-1	800000	0	
22401	22401	25291	990000	0	
22402	22402	25291	990000	0	
22403	22403	25291	990000	0	
22404	22404	25291	990000	0	
22405	22405	25291	990000	0	
22406	22406	25291	990000	0	
22407	22407	25291	990000	0	
22409	22409	25291	990000	0	
22411	22411	25601	990000	0	
22412	22412	25601	990000	0	
22413	22413	25601	990000	0	
22414	22414	25601	990000	0	
22415	22415	25601	990000	0	
22416	22416	25601	990000	0	
22417	22417	25601	990000	0	
22418	22418	25601	990000	0	
22419	22419	25601	990000	0	
22421	22421	-1	100000	0	
22422	22422	-1	100000	0	
22429	22429	-1	100000	0	
22431	22431	-1	500000	0	
22432	22432	-1	500000	0	
22433	22433	-1	500000	0	
22439	22439	-1	500000	0	
22441	22441	-1	600000	0	
22442	22442	-1	600000	0	
22443	22443	-1	600000	0	
22444	22444	-1	600000	0	
22449	22449	-1	600000	0	
22451	22451	-1	700000	0	
22452	22452	-1	700000	0	
22453	22453	-1	700000	0	
22454	22454	-1	700000	0	
22455	22455	-1	700000	0	
22459	22459	-1	700000	0	
22461	22461	-1	800000	0	
22462	22462	-1	800000	0	
22463	22463	-1	800000	0	
22464	22464	-1	800000	0	
22465	22465	-1	800000	0	
22466	22466	-1	800000	0	
22469	22469	-1	800000	0	
22471	22471	25301	990000	0	
22472	22472	25301	990000	0	
22473	22473	25301	990000	0	
22474	22474	25301	990000	0	
22475	22475	25301	990000	0	
22476	22476	25301	990000	0	
22477	22477	25301	990000	0	
22479	22479	25301	990000	0	
22481	22481	25611	990000	0	
22482	22482	25611	990000	0	
22483	22483	25611	990000	0	
22484	22484	25611	990000	0	
22485	22485	25611	990000	0	
22486	22486	25611	990000	0	
22487	22487	25611	990000	0	
22488	22488	25611	990000	0	
22489	22489	25611	990000	0	
22491	22491	-1	100000	0	
22492	22492	-1	100000	0	
22499	22499	-1	100000	0	
22501	22501	-1	500000	0	
22502	22502	-1	500000	0	
22503	22503	-1	500000	0	
22509	22509	-1	500000	0	
22511	22511	-1	600000	0	
22512	22512	-1	600000	0	
22513	22513	-1	600000	0	
22514	22514	-1	600000	0	
22519	22519	-1	600000	0	
22521	22521	-1	700000	0	
22522	22522	-1	700000	0	
22523	22523	-1	700000	0	
22524	22524	-1	700000	0	
22525	22525	-1	700000	0	
22529	22529	-1	700000	0	
22531	22531	-1	800000	0	
22532	22532	-1	800000	0	
22533	22533	-1	800000	0	
22534	22534	-1	800000	0	
22535	22535	-1	800000	0	
22536	22536	-1	800000	0	
22539	22539	-1	800000	0	
22541	22541	25311	990000	0	
22542	22542	25311	990000	0	
22543	22543	25311	990000	0	
22544	22544	25311	990000	0	
22545	22545	25311	990000	0	
22546	22546	25311	990000	0	
22547	22547	25311	990000	0	
22549	22549	25311	990000	0	
22551	22551	25621	990000	0	
22552	22552	25621	990000	0	
22553	22553	25621	990000	0	
22554	22554	25621	990000	0	
22555	22555	25621	990000	0	
22556	22556	25621	990000	0	
22557	22557	25621	990000	0	
22558	22558	25621	990000	0	
22559	22559	25621	990000	0	
22561	22561	25321	990000	0	
22562	22562	25321	990000	0	
22563	22563	25321	990000	0	
22564	22564	25321	990000	0	
22565	22565	25321	990000	0	
22566	22566	25321	990000	0	
22567	22567	25321	990000	0	
22569	22569	25321	990000	0	
22571	22571	25631	990000	0	
22572	22572	25631	990000	0	
22573	22573	25631	990000	0	
22574	22574	25631	990000	0	
22575	22575	25631	990000	0	
22576	22576	25631	990000	0	
22577	22577	25631	990000	0	
22578	22578	25631	990000	0	
22579	22579	25631	990000	0	
22581	22581	-1	100000	0	
22582	22582	-1	100000	0	
22589	22589	-1	100000	0	
22591	22591	-1	500000	0	
22592	22592	-1	500000	0	
22593	22593	-1	500000	0	
22599	22599	-1	500000	0	
22601	22601	-1	600000	0	
22602	22602	-1	600000	0	
22603	22603	-1	600000	0	
22604	22604	-1	600000	0	
22609	22609	-1	600000	0	
22611	22611	-1	700000	0	
22612	22612	-1	700000	0	
22613	22613	-1	700000	0	
22614	22614	-1	700000	0	
22615	22615	-1	700000	0	
22619	22619	-1	700000	0	
22621	22621	-1	800000	0	
