INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2529	354	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2530	10	1	17225	17226	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2531	10	1	17225	17226	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2532	10	1	17225	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2533	10	1	17225	17228	17229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2534	10	1	17225	17226	17230	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2535	10	1	17225	17226	17231	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2536	10	1	17225	17226	17232	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2537	10	1	17225	820	17226	17233	17227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2538	10	1	17225	821	17226	17227	17234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2539	10	1	17225	822	17226	17227	17235	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3000	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3001	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3009	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3010	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3011	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3019	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3020	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3021	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3029	5	0	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3030	15	0	1231	1251	1271	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3031	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3039	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3040	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3041	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3049	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3050	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3051	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3059	15	0	1231	1251	1271	1281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3060	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3061	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3062	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3069	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3070	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3071	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3072	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3079	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3080	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3081	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3082	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3089	25	0	1252	1272	1282	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3090	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3091	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3092	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3099	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3100	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3101	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3102	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3109	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3110	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3111	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3112	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3119	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3120	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3121	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3122	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3129	35	0	1233	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3130	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3131	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3132	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3133	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3139	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3140	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3141	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3142	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3143	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3149	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3150	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3151	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3152	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3153	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3159	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3160	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3161	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3162	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3163	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3169	45	0	1234	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3170	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3171	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3172	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3173	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3174	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3179	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3180	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3181	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3182	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3183	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3184	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3189	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3190	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3191	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3192	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3193	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3194	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3199	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3200	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3201	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3202	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3203	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3204	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3209	55	0	1235	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3210	65	0	1256	1266	1286	1879	1236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3211	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3212	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3213	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3214	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3215	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3219	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3220	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3221	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3222	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3223	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3224	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3225	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3229	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3230	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3231	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3232	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3233	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3234	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3235	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3239	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3240	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3241	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3242	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3243	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3244	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3245	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3249	65	0	1236	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3250	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3251	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3252	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3253	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3254	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3255	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3256	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3259	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3260	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3261	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3262	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3263	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3264	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3265	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3266	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3269	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3270	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3271	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3272	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3273	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3274	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3275	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3276	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3279	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3280	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3281	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3282	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3283	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3284	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3285	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3286	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3289	75	0	1237	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3290	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3291	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3292	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3293	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3294	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3295	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3296	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3297	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3299	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3300	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3301	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3302	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3303	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3304	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3305	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3306	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3307	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3309	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3310	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3311	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3312	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3313	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3314	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3315	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3316	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3317	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3319	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3320	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3321	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3322	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3323	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3324	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3325	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3326	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3327	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3329	85	0	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3330	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3331	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3332	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3333	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3334	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3335	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3336	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3337	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3338	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3339	95	0	1239	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
